,author,title,sentence_nr,entity,kind,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
670,"Orwell, George",1984,1153,Winston,person,0,0,0,0,0,1,1,1,0,0,0
671,"Orwell, George",1984,1155,Syme,person,0,0,3,0,0,3,3,0,0,3,0
680,"Orwell, George",1984,1167,Winston,person,0,0,0,0,1,0,1,0,0,0,1
682,"Orwell, George",1984,1170,Julia,person,0,3,3,0,3,0,3,0,3,6,3
697,"Orwell, George",1984,1192,Winston,person,2,1,3,2,1,3,1,1,1,1,-2
698,"Orwell, George",1984,1194,Julia,person,0,2,0,2,2,2,4,2,0,4,2
701,"Orwell, George",1984,1200,O'Brien,person,1,0,0,0,1,1,1,0,0,1,0
704,"Orwell, George",1984,1203,Winston,person,2,0,1,2,0,2,0,1,0,0,-2
711,"Orwell, George",1984,1209,O'Brien,person,0,0,0,2,0,0,0,0,0,0,0
715,"Orwell, George",1984,1210,Big Brother,person,0,0,3,0,0,3,0,0,0,0,-3
721,"Orwell, George",1984,1216,Winston,person,0,3,0,0,3,0,6,0,3,0,6
730,"Orwell, George",1984,1226,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
735,"Orwell, George",1984,1231,Winston,person,1,0,0,1,0,4,1,2,0,0,-3
739,"Orwell, George",1984,1241,Winston,person,2,0,2,2,0,4,0,2,0,0,-4
756,"Orwell, George",1984,1282,Ingsoc,person,0,0,4,4,0,0,0,0,0,4,0
765,"Orwell, George",1984,1295,Big Brother,person,0,1,0,0,2,0,4,0,0,2,4
769,"Orwell, George",1984,1301,Winston,person,2,4,2,0,2,0,4,0,2,2,4
771,"Orwell, George",1984,1305,Winston,person,0,0,0,0,0,0,2,0,0,2,2
772,"Orwell, George",1984,1305,O'Brien,person,0,0,0,0,0,0,2,0,0,2,2
774,"Orwell, George",1984,1309,Julia,person,0,2,0,0,0,0,0,0,0,0,0
779,"Orwell, George",1984,1325,Martin,person,0,2,0,0,2,0,2,0,0,2,2
787,"Orwell, George",1984,1339,Winston,person,0,1,0,0,2,0,2,0,1,2,2
788,"Orwell, George",1984,1351,Winston,person,0,0,0,0,0,0,2,0,0,0,2
789,"Orwell, George",1984,1351,O'Brien,person,0,0,0,0,0,0,2,0,0,0,2
791,"Orwell, George",1984,1360,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
801,"Orwell, George",1984,1398,Winston,person,0,3,0,3,3,3,3,3,3,3,0
802,"Orwell, George",1984,1398,Julia,person,0,3,0,3,3,3,3,3,3,3,0
804,"Orwell, George",1984,1399,Winston,person,0,2,0,0,0,0,0,0,0,0,0
811,"Orwell, George",1984,1419,Winston,person,0,0,0,0,3,0,3,0,0,3,3
814,"Orwell, George",1984,1421,Goldstein,person,3,0,3,3,0,3,0,3,0,0,-3
817,"Orwell, George",1984,1424,Winston,person,0,1,0,0,1,0,1,0,0,1,1
818,"Orwell, George",1984,1426,Saint Sebastian,person,2,2,0,2,2,2,4,0,2,2,2
826,"Orwell, George",1984,1440,INGSOC,person,0,0,0,3,0,6,3,3,3,3,-3
834,"Orwell, George",1984,1461,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
835,"Orwell, George",1984,1462,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
838,"Orwell, George",1984,1474,Winston,person,0,0,0,0,0,0,2,0,0,0,2
841,"Orwell, George",1984,1480,Winston,person,3,0,0,0,0,3,0,0,0,0,-3
847,"Orwell, George",1984,1484,Charrington,person,0,2,0,0,2,2,2,0,0,0,0
848,"Orwell, George",1984,1484,Charringtons,person,0,2,0,0,2,2,2,0,0,0,0
850,"Orwell, George",1984,1488,Ingsoc,person,3,0,3,3,0,6,0,0,0,0,-6
854,"Orwell, George",1984,1490,Julia,person,3,3,3,3,3,6,3,6,3,6,-3
857,"Orwell, George",1984,1491,Julia,person,0,5,0,5,5,5,5,5,0,5,0
863,"Orwell, George",1984,1497,Winston,person,0,0,0,1,0,1,0,0,0,0,-1
864,"Orwell, George",1984,1498,Winston,person,0,2,0,2,2,2,4,2,2,0,2
866,"Orwell, George",1984,1499,Winston,person,0,0,0,0,4,0,4,0,0,4,4
871,"Orwell, George",1984,1501,Winston,person,0,2,0,0,0,0,2,0,0,2,2
872,"Orwell, George",1984,1501,Syme,person,0,2,0,0,0,0,2,0,0,2,2
876,"Orwell, George",1984,1505,Winston,person,0,0,0,0,0,0,1,0,0,0,1
879,"Orwell, George",1984,1509,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
883,"Orwell, George",1984,1513,Winston,person,0,0,0,0,0,4,0,0,0,4,-4
884,"Orwell, George",1984,1513,Julia,person,0,0,0,0,0,4,0,0,0,4,-4
900,"Orwell, George",1984,1541,Winston,person,0,0,0,0,0,0,3,0,0,0,3
901,"Orwell, George",1984,1542,Martin,person,0,4,0,2,4,2,6,2,0,4,4
903,"Orwell, George",1984,1546,O'Brien,person,1,1,1,1,3,1,4,1,1,5,3
904,"Orwell, George",1984,1548,Winston,person,0,0,0,2,0,2,2,2,0,0,0
909,"Orwell, George",1984,1560,Winston,person,0,0,0,1,0,2,0,1,0,0,-2
910,"Orwell, George",1984,1564,Charrington,person,0,2,0,0,0,0,2,0,2,2,2
912,"Orwell, George",1984,1566,Ingsoc,person,0,0,0,2,0,2,0,2,0,0,-2
924,"Orwell, George",1984,1577,Syme,person,2,2,0,0,2,4,8,4,0,6,4
934,"Orwell, George",1984,1595,Winston,person,1,1,0,1,0,1,1,1,1,0,0
938,"Orwell, George",1984,1611,Winston,person,0,0,0,1,0,0,0,0,0,0,0
945,"Orwell, George",1984,1623,Julia,person,0,3,0,0,0,0,9,0,3,3,9
952,"Orwell, George",1984,1637,O'Brien,person,2,1,1,2,1,1,1,1,1,1,0
953,"Orwell, George",1984,1638,Winston,person,0,0,0,0,0,0,0,0,0,1,0
955,"Orwell, George",1984,1643,O'Brien,person,3,0,0,3,0,3,0,3,0,0,-3
959,"Orwell, George",1984,1646,Ingsoc,person,6,6,4,6,0,6,6,6,0,2,0
962,"Orwell, George",1984,1649,Winston,person,0,2,0,0,0,0,0,0,0,0,0
971,"Orwell, George",1984,1668,Syme,person,3,3,3,3,3,3,3,3,3,3,0
974,"Orwell, George",1984,1671,Julia,person,5,0,10,0,0,10,0,0,0,0,-10
990,"Orwell, George",1984,1691,O'Brien,person,0,0,0,1,1,0,1,0,0,1,1
1005,"Orwell, George",1984,1710,Julia,person,4,4,4,0,4,4,8,4,4,4,4
1014,"Orwell, George",1984,1714,O'Brien,person,0,0,0,0,3,0,3,0,3,3,3
1019,"Orwell, George",1984,1724,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
1028,"Orwell, George",1984,1742,Winston,person,3,1,2,3,0,3,2,1,0,1,-1
1039,"Orwell, George",1984,1751,Julia,person,0,0,0,0,2,0,2,0,0,2,2
1042,"Orwell, George",1984,1754,Winston,person,0,2,0,0,2,0,6,0,2,6,6
1043,"Orwell, George",1984,1754,Comrade Ogilvy,person,0,2,0,0,2,0,6,0,2,6,6
1045,"Orwell, George",1984,1755,Big Brother,person,0,2,0,0,2,0,2,0,2,2,2
1052,"Orwell, George",1984,1776,Julia,person,0,2,0,0,0,0,0,0,0,0,0
1055,"Orwell, George",1984,1777,Milton,person,0,0,0,0,0,3,0,0,0,0,-3
1056,"Orwell, George",1984,1777,Byron,person,0,0,0,0,0,3,0,0,0,0,-3
1057,"Orwell, George",1984,1778,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1061,"Orwell, George",1984,1782,Winston,person,1,0,0,0,0,1,0,1,0,0,-1
1073,"Orwell, George",1984,1808,Ingsoc,person,0,3,3,0,0,6,3,0,0,0,-3
1076,"Orwell, George",1984,1809,O'Brien,person,0,3,3,0,3,6,3,0,0,3,-3
1087,"Orwell, George",1984,1819,Winston,person,1,0,0,1,0,1,0,0,1,0,-1
1088,"Orwell, George",1984,1820,Winston,person,0,2,0,0,2,0,4,0,0,2,4
1089,"Orwell, George",1984,1820,O'Brien,person,0,2,0,0,2,0,4,0,0,2,4
1103,"Orwell, George",1984,1849,Syme,person,0,0,0,0,0,2,0,0,0,0,-2
1105,"Orwell, George",1984,1853,Winston,person,1,0,1,0,0,1,0,0,0,0,-1
1106,"Orwell, George",1984,1854,Parsons,person,0,0,1,1,0,1,0,1,0,0,-1
1108,"Orwell, George",1984,1862,Winston,person,1,1,1,1,0,1,1,0,2,1,0
1111,"Orwell, George",1984,1865,Big Brother,person,2,4,2,2,2,2,6,2,2,6,4
1117,"Orwell, George",1984,1872,Winston,person,3,0,0,3,0,3,0,3,0,0,-3
1120,"Orwell, George",1984,1874,Julia,person,0,0,0,4,0,4,0,0,0,0,-4
1124,"Orwell, George",1984,1878,Winston,person,1,0,0,1,0,1,0,0,1,0,-1
1125,"Orwell, George",1984,1879,Parsons,person,0,0,0,0,0,2,1,1,0,0,-1
1127,"Orwell, George",1984,1884,Winston,person,6,0,0,0,0,8,4,0,0,2,-4
1132,"Orwell, George",1984,1900,Big Brother,person,1,1,0,1,1,0,3,0,1,1,3
1136,"Orwell, George",1984,1905,Howe,person,0,2,0,2,0,2,2,0,0,2,0
1155,"Orwell, George",1984,1936,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1162,"Orwell, George",1984,1949,Goldstein,person,10,4,6,10,4,12,6,2,2,6,-6
1168,"Orwell, George",1984,1963,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
1169,"Orwell, George",1984,1964,Parsons,person,3,3,3,3,0,3,3,3,0,0,0
1172,"Orwell, George",1984,1965,Winston,person,3,0,3,6,3,6,3,3,3,3,-3
1175,"Orwell, George",1984,1969,Julia,person,0,6,0,3,0,3,0,0,0,0,-3
1178,"Orwell, George",1984,1971,Winston,person,0,0,0,0,3,0,9,0,0,6,9
1180,"Orwell, George",1984,1971,Big Brother,person,0,0,0,0,3,0,9,0,0,6,9
1182,"Orwell, George",1984,1975,Julia,person,0,4,0,0,0,4,4,4,4,4,0
1190,"Orwell, George",1984,1995,Winston,person,0,0,0,1,0,1,0,0,0,1,-1
1194,"Orwell, George",1984,2007,Winston,person,0,0,0,0,0,0,4,0,0,4,4
1195,"Orwell, George",1984,2007,O'Brien,person,0,0,0,0,0,0,4,0,0,4,4
1201,"Orwell, George",1984,2017,Winston,person,2,0,2,2,0,2,0,2,0,0,-2
1217,"Orwell, George",1984,2047,Winston,person,0,2,0,0,2,0,2,0,1,2,2
1224,"Orwell, George",1984,2061,Ingsoc,person,0,4,0,0,4,0,16,0,4,12,16
1226,"Orwell, George",1984,2061,Big Brother,person,0,4,0,0,4,0,16,0,4,12,16
1232,"Orwell, George",1984,2070,Goldstein,person,0,0,0,0,0,0,2,0,0,2,2
1238,"Orwell, George",1984,2076,Winston,person,5,0,5,5,5,10,10,5,0,5,0
1239,"Orwell, George",1984,2076,Julia,person,5,0,5,5,5,10,10,5,0,5,0
1246,"Orwell, George",1984,2089,Winston,person,1,0,0,0,0,1,0,0,0,0,-1
1250,"Orwell, George",1984,2095,Winston,person,0,0,0,1,0,2,0,0,0,0,-2
1251,"Orwell, George",1984,2096,Winston,person,0,6,0,0,3,3,9,0,3,6,6
1258,"Orwell, George",1984,2109,Winston,person,1,0,0,1,0,1,0,1,0,0,-1
1259,"Orwell, George",1984,2110,Goldstein,person,0,0,0,0,0,0,3,0,0,0,3
1269,"Orwell, George",1984,2127,Winston,person,0,1,0,0,1,0,1,0,0,1,1
1274,"Orwell, George",1984,2136,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1275,"Orwell, George",1984,2136,O'Brien,person,0,0,0,0,0,2,0,0,0,0,-2
1278,"Orwell, George",1984,2138,Winston,person,0,0,0,0,3,0,3,0,0,3,3
1279,"Orwell, George",1984,2138,O'Brien,person,0,0,0,0,3,0,3,0,0,3,3
1286,"Orwell, George",1984,2144,Nick,person,0,0,4,0,0,4,0,0,0,0,-4
1290,"Orwell, George",1984,2147,Winston,person,0,1,0,0,1,1,1,1,0,1,0
1294,"Orwell, George",1984,2155,Winston,person,0,2,0,0,0,0,4,0,0,0,4
1317,"Orwell, George",1984,2188,Winston,person,2,1,2,2,1,1,1,1,0,1,0
1321,"Orwell, George",1984,2195,Winston,person,0,0,0,0,4,0,4,0,0,2,4
1327,"Orwell, George",1984,2204,O'Brien,person,2,0,2,2,0,4,0,0,0,0,-4
1355,"Orwell, George",1984,2247,Winston,person,0,12,0,0,0,6,18,0,0,12,12
1356,"Orwell, George",1984,2247,Goldstein,person,0,12,0,0,0,6,18,0,0,12,12
1357,"Orwell, George",1984,2247,"Goldstein


Winston",person,0,12,0,0,0,6,18,0,0,12,12
1362,"Orwell, George",1984,2250,Charrington,person,0,4,0,2,2,2,2,2,2,4,0
1363,"Orwell, George",1984,2250,Charringtons,person,0,4,0,2,2,2,2,2,2,4,0
1386,"Orwell, George",1984,2284,Winston,person,0,3,0,0,0,0,6,0,0,6,6
1389,"Orwell, George",1984,2286,Big Brother,person,0,0,0,0,1,0,2,0,0,1,2
1402,"Orwell, George",1984,2308,Winston,person,0,0,0,0,3,0,3,0,0,0,3
1413,"Orwell, George",1984,2323,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1419,"Orwell, George",1984,2340,Julia,person,0,3,0,0,0,0,0,0,0,0,0
1440,"Orwell, George",1984,2365,Big Brother,person,1,1,1,1,0,1,1,1,1,1,0
1443,"Orwell, George",1984,2370,Comrade Ogilvy,person,0,0,0,0,0,0,1,0,0,2,1
1450,"Orwell, George",1984,2376,O'Brien,person,0,0,0,0,1,0,1,0,2,1,1
1451,"Orwell, George",1984,2378,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1458,"Orwell, George",1984,2394,O'Brien,person,1,0,0,1,1,1,1,0,0,0,0
1460,"Orwell, George",1984,2395,O'Brien,person,0,6,0,0,0,0,0,0,0,0,0
1462,"Orwell, George",1984,2396,Winston,person,0,2,0,2,0,2,0,4,0,0,-2
1465,"Orwell, George",1984,2405,Winston,person,0,1,0,0,1,1,2,0,0,1,1
1469,"Orwell, George",1984,2417,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1473,"Orwell, George",1984,2421,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1474,"Orwell, George",1984,2424,Winston,person,0,0,0,0,0,1,0,0,1,0,-1
1476,"Orwell, George",1984,2427,Winston,person,0,2,0,0,1,1,2,0,0,0,1
1479,"Orwell, George",1984,2428,Clarisse,person,0,12,0,0,12,0,20,0,8,8,20
1481,"Orwell, George",1984,2431,Winston,person,0,3,0,0,3,0,3,0,3,3,3
1491,"Orwell, George",1984,2438,Winston,person,0,0,0,0,0,0,0,2,0,1,0
1500,"Orwell, George",1984,2460,Winston,person,0,0,0,0,2,1,3,0,1,2,2
1508,"Orwell, George",1984,2468,Julia,person,0,4,0,0,4,0,4,0,2,4,4
1510,"Orwell, George",1984,2470,O'Brien,person,0,0,0,0,0,0,4,0,0,4,4
1522,"Orwell, George",1984,2485,Winston,person,1,0,1,1,1,1,1,0,1,1,0
1533,"Orwell, George",1984,2497,Winston,person,0,2,0,0,0,2,0,0,2,0,-2
1534,"Orwell, George",1984,2497,Syme,person,0,2,0,0,0,2,0,0,2,0,-2
1538,"Orwell, George",1984,2498,INGSOC,person,4,4,4,4,0,4,0,4,0,4,-4
1566,"Orwell, George",1984,2536,Comrade Ogilvy,person,0,3,0,3,3,6,6,3,3,6,0
1570,"Orwell, George",1984,2540,Winston,person,0,0,0,2,0,0,0,0,0,0,0
1588,"Orwell, George",1984,2571,Winston,person,0,0,0,0,0,0,1,0,0,0,1
1595,"Orwell, George",1984,2591,O'Brien,person,0,0,0,0,0,0,1,0,0,0,1
1600,"Orwell, George",1984,2600,O'Brien,person,4,0,2,2,0,4,2,0,0,0,-2
1608,"Orwell, George",1984,2615,Big Brother,person,1,1,1,2,0,1,4,0,1,1,3
1613,"Orwell, George",1984,2628,O'Brien,person,0,2,0,0,1,1,3,0,0,3,2
1615,"Orwell, George",1984,2631,Ingsoc,person,0,3,0,0,0,3,6,3,0,3,3
1649,"Orwell, George",1984,2688,O'Brien,person,0,0,0,0,0,1,1,1,0,1,0
1652,"Orwell, George",1984,2694,Winston,person,1,0,2,0,0,2,0,0,1,2,-2
1661,"Orwell, George",1984,2715,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
1668,"Orwell, George",1984,2737,Winston,person,0,0,0,0,0,0,0,0,2,0,0
1671,"Orwell, George",1984,2739,Winston,person,0,0,0,0,0,0,0,0,0,2,0
1673,"Orwell, George",1984,2741,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
1676,"Orwell, George",1984,2758,Winston,person,0,0,0,0,0,0,2,0,0,2,2
1689,"Orwell, George",1984,2767,O'Brien,person,1,1,1,0,2,1,2,1,0,1,1
1695,"Orwell, George",1984,2774,Big Brother,person,0,3,0,0,3,0,6,0,0,6,6
1708,"Orwell, George",1984,2800,O'Brien,person,2,0,0,2,0,2,0,2,0,0,-2
1717,"Orwell, George",1984,2811,O'Brien,person,0,4,0,2,2,0,4,0,0,4,4
1726,"Orwell, George",1984,2825,Ruth,person,4,2,0,4,0,4,4,2,2,0,0
1730,"Orwell, George",1984,2832,Ingsoc,person,12,9,0,3,0,12,6,9,0,6,-6
1743,"Orwell, George",1984,2851,Julia,person,0,0,0,0,0,0,4,0,0,0,4
1745,"Orwell, George",1984,2860,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
1749,"Orwell, George",1984,2863,Winston,person,1,0,0,1,0,1,2,1,0,0,1
1750,"Orwell, George",1984,2865,O'Brien,person,0,2,0,0,0,2,0,2,0,0,-2
1759,"Orwell, George",1984,2874,Winston,person,0,1,0,0,0,1,1,0,0,0,0
1760,"Orwell, George",1984,2875,Winston,person,2,0,0,2,0,2,0,0,0,0,-2
1763,"Orwell, George",1984,2877,Winston,person,0,0,0,0,0,4,4,0,0,0,0
1766,"Orwell, George",1984,2883,Winston,person,0,1,0,0,0,0,0,0,0,0,0
1768,"Orwell, George",1984,2885,Ingsoc,person,6,9,3,6,0,12,6,3,0,3,-6
1781,"Orwell, George",1984,2901,Winston,person,0,2,0,0,1,1,1,1,0,1,0
1782,"Orwell, George",1984,2902,Winston,person,1,0,0,1,0,2,0,1,0,0,-2
1784,"Orwell, George",1984,2905,Charrington,person,0,1,0,0,1,1,2,1,0,1,1
1791,"Orwell, George",1984,2918,Julia,person,0,0,0,0,0,0,3,0,0,3,3
1794,"Orwell, George",1984,2926,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
1797,"Orwell, George",1984,2933,Winston,person,1,0,1,1,0,1,1,0,2,1,0
1808,"Orwell, George",1984,2949,O'Brien,person,0,0,0,0,0,1,0,0,0,1,-1
1811,"Orwell, George",1984,2955,LT,person,6,0,3,9,0,12,0,0,0,3,-12
1815,"Orwell, George",1984,2956,INGSOC,person,3,3,3,3,0,3,3,3,0,0,0
1816,"Orwell, George",1984,2957,Winston,person,0,0,0,0,0,0,1,0,0,1,1
1817,"Orwell, George",1984,2958,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
1818,"Orwell, George",1984,2967,Winston,person,1,3,0,3,3,2,5,0,2,3,3
1826,"Orwell, George",1984,2983,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1831,"Orwell, George",1984,2987,Winston,person,0,2,0,0,0,2,0,2,0,0,-2
1832,"Orwell, George",1984,2987,Charrington,person,0,2,0,0,0,2,0,2,0,0,-2
1839,"Orwell, George",1984,3003,Winston,person,0,0,0,0,0,0,3,0,0,0,3
1843,"Orwell, George",1984,3007,Winston,person,0,0,0,0,0,0,2,0,0,2,2
1844,"Orwell, George",1984,3007,O'Brien,person,0,0,0,0,0,0,2,0,0,2,2
1845,"Orwell, George",1984,3009,Winston,person,0,4,0,2,4,4,6,4,0,4,2
1859,"Orwell, George",1984,3027,Charrington,person,0,4,0,0,0,0,0,0,0,0,0
1860,"Orwell, George",1984,3027,Charringtons,person,0,4,0,0,0,0,0,0,0,0,0
1865,"Orwell, George",1984,3035,O'Brien,person,0,0,0,0,0,0,2,0,0,0,2
1869,"Orwell, George",1984,3045,Winston,person,1,0,0,1,0,1,0,0,0,0,-1
1870,"Orwell, George",1984,3046,Winston,person,0,0,0,0,0,0,1,0,0,1,1
1872,"Orwell, George",1984,3053,Winston,person,0,0,0,0,0,0,2,0,0,2,2
1875,"Orwell, George",1984,3059,Goldstein,person,4,0,0,6,2,8,2,6,2,4,-6
1879,"Orwell, George",1984,3064,Syme,person,0,2,0,1,0,1,1,0,1,1,0
1880,"Orwell, George",1984,3066,Charrington,person,0,0,0,0,0,0,2,0,0,0,2
1893,"Orwell, George",1984,3076,Winston,person,0,1,0,0,1,0,2,0,1,1,2
1901,"Orwell, George",1984,3088,Ingsoc,person,2,2,0,4,2,6,4,2,0,2,-2
1907,"Orwell, George",1984,3100,Syme,person,0,0,0,1,0,1,0,1,1,0,-1
1908,"Orwell, George",1984,3101,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1922,"Orwell, George",1984,3116,Winston,person,2,2,2,2,0,2,2,2,2,6,0
1923,"Orwell, George",1984,3116,Syme,person,2,2,2,2,0,2,2,2,2,6,0
1926,"Orwell, George",1984,3118,Parsons,person,1,1,0,1,1,2,1,0,2,0,-1
1934,"Orwell, George",1984,3136,Parsons,person,0,0,0,0,6,0,6,0,0,0,6
1942,"Orwell, George",1984,3145,Winston,person,0,0,0,0,4,0,4,0,0,4,4
1943,"Orwell, George",1984,3145,Charrington,person,0,0,0,0,4,0,4,0,0,4,4
1944,"Orwell, George",1984,3145,Charringtons,person,0,0,0,0,4,0,4,0,0,4,4
1948,"Orwell, George",1984,3150,Ingsoc,person,3,0,3,9,0,12,12,3,0,6,0
1967,"Orwell, George",1984,3179,Parsons,person,0,0,0,0,0,3,0,3,3,0,-3
1973,"Orwell, George",1984,3184,Jones,person,4,0,4,4,0,8,4,8,0,0,-4
1974,"Orwell, George",1984,3184,Ruth,person,4,0,4,4,0,8,4,8,0,0,-4
1976,"Orwell, George",1984,3192,Winston,person,0,1,0,0,0,0,1,0,0,0,1
1980,"Orwell, George",1984,3195,O'Brien,person,4,2,4,4,4,6,4,4,2,4,-2
1982,"Orwell, George",1984,3196,Julia,person,0,4,0,2,4,2,6,0,2,4,4
1984,"Orwell, George",1984,3199,Winston,person,0,1,0,0,0,0,0,0,0,0,0
1989,"Orwell, George",1984,3208,Parsons,person,0,0,0,0,0,1,0,0,0,0,-1
1994,"Orwell, George",1984,3214,Big Brother,person,4,8,4,8,12,20,32,4,0,24,12
1996,"Orwell, George",1984,3215,Nick,person,0,0,0,0,0,0,1,0,0,0,1
1998,"Orwell, George",1984,3220,O'Brien,person,0,1,0,0,1,0,1,0,0,2,1
2032,"Orwell, George",1984,3271,O'Brien,person,0,1,0,0,0,0,1,0,0,0,1
2033,"Orwell, George",1984,3272,Winston,person,2,2,0,2,2,2,6,2,0,4,4
2035,"Orwell, George",1984,3273,Winston,person,0,0,0,1,0,1,1,1,0,0,0
2036,"Orwell, George",1984,3274,Winston,person,0,0,0,0,0,3,3,0,0,0,0
2037,"Orwell, George",1984,3274,Julia,person,0,0,0,0,0,3,3,0,0,0,0
2045,"Orwell, George",1984,3277,Winston,person,0,2,2,0,2,0,4,0,2,2,4
2047,"Orwell, George",1984,3278,Winston,person,1,1,0,0,2,1,3,1,0,1,2
2050,"Orwell, George",1984,3283,Jones,person,12,0,4,8,0,12,0,12,8,4,-12
2051,"Orwell, George",1984,3283,Ruth,person,12,0,4,8,0,12,0,12,8,4,-12
2063,"Orwell, George",1984,3307,Winston,person,0,4,0,0,2,2,2,0,0,0,0
2067,"Orwell, George",1984,3311,Winston,person,0,1,0,0,0,0,0,0,0,0,0
2068,"Orwell, George",1984,3316,Winston,person,0,0,0,0,0,0,3,3,0,3,3
2085,"Orwell, George",1984,3343,O'Brien,person,0,6,0,0,0,0,0,0,0,0,0
2096,"Orwell, George",1984,3358,Winston,person,0,2,0,0,0,0,0,0,0,2,0
2105,"Orwell, George",1984,3371,Winston,person,0,0,0,0,2,0,4,0,0,4,4
2106,"Orwell, George",1984,3371,Parsons,person,0,0,0,0,2,0,4,0,0,4,4
2111,"Orwell, George",1984,3377,Winston,person,0,0,0,1,0,0,0,0,0,0,0
2118,"Orwell, George",1984,3396,Winston,person,0,0,0,0,0,1,1,0,0,1,0
2124,"Orwell, George",1984,3420,O'Brien,person,0,2,2,4,0,4,0,0,0,0,-4
2132,"Orwell, George",1984,3427,Winston,person,0,0,1,0,0,1,1,0,0,0,0
2138,"Orwell, George",1984,3433,INGSOC,person,0,0,0,0,0,3,6,0,0,6,3
2144,"Orwell, George",1984,3446,Syme,person,0,0,0,0,0,0,0,0,0,1,0
2146,"Orwell, George",1984,3453,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
2147,"Orwell, George",1984,3455,Winston,person,0,0,1,0,0,0,0,0,0,0,0
2149,"Orwell, George",1984,3457,Big Brother,person,0,1,0,0,0,0,3,0,0,1,3
2159,"Orwell, George",1984,3468,Winston,person,5,0,0,0,0,10,0,0,0,0,-10
2160,"Orwell, George",1984,3468,Goldstein,person,5,0,0,0,0,10,0,0,0,0,-10
2161,"Orwell, George",1984,3468,O'Brien,person,5,0,0,0,0,10,0,0,0,0,-10
2166,"Orwell, George",1984,3475,Julia,person,0,0,0,2,0,2,2,2,0,0,0
2168,"Orwell, George",1984,3478,Syme,person,0,0,0,0,3,0,3,0,0,3,3
2171,"Orwell, George",1984,3479,Parsons,person,0,3,3,0,0,3,0,0,0,0,-3
2174,"Orwell, George",1984,3483,O'Brien,person,2,1,2,2,0,2,0,2,1,0,-2
2176,"Orwell, George",1984,3485,Julia,person,0,2,0,0,2,2,6,0,0,0,4
2189,"Orwell, George",1984,3507,Winston,person,0,1,0,0,1,1,1,1,0,1,0
2194,"Orwell, George",1984,3517,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
2196,"Orwell, George",1984,3522,Jones,person,4,0,0,0,0,4,0,4,0,0,-4
2197,"Orwell, George",1984,3522,Ruth,person,4,0,0,0,0,4,0,4,0,0,-4
2207,"Orwell, George",1984,3538,Goldstein,person,0,0,3,3,0,6,0,6,0,0,-6
2213,"Orwell, George",1984,3546,Goldstein,person,0,0,3,0,0,6,0,0,0,0,-6
2237,"Orwell, George",1984,3586,O'Brien,person,0,0,0,0,0,1,0,0,1,0,-1
2248,"Orwell, George",1984,3607,Winston,person,0,0,3,0,0,3,0,0,0,0,-3
2249,"Orwell, George",1984,3607,Charrington,person,0,0,3,0,0,3,0,0,0,0,-3
2250,"Orwell, George",1984,3607,Charringtons,person,0,0,3,0,0,3,0,0,0,0,-3
2251,"Orwell, George",1984,3610,Winston,person,0,2,0,1,0,3,1,3,1,0,-2
2253,"Orwell, George",1984,3617,Winston,person,0,0,0,0,0,0,1,0,0,1,1
2255,"Orwell, George",1984,3619,Julia,person,0,2,0,0,2,0,4,0,2,2,4
2257,"Orwell, George",1984,3621,Winston,person,0,0,0,0,0,0,1,0,0,0,1
2260,"Orwell, George",1984,3628,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
2263,"Orwell, George",1984,3630,Winston,person,0,2,0,0,2,0,4,0,0,4,4
2264,"Orwell, George",1984,3630,Parsons,person,0,2,0,0,2,0,4,0,0,4,4
2272,"Orwell, George",1984,3660,Winston,person,0,0,0,1,0,1,0,0,0,0,-1
2281,"Orwell, George",1984,3675,Winston,person,0,0,0,0,0,2,2,0,0,2,0
2289,"Orwell, George",1984,3686,Winston,person,0,2,0,0,0,0,0,2,0,0,0
2298,"Orwell, George",1984,3701,Big Brother,person,0,0,0,2,2,2,4,2,0,2,2
2302,"Orwell, George",1984,3712,Winston,person,0,3,0,0,0,0,3,0,0,3,3
