,author,title,sentence_nr,entity,kind,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
394,"Orwell, George",1984,598,Ingsoc,person,0,0,4,4,0,0,0,0,0,4,0
402,"Orwell, George",1984,606,Big Brother,person,0,1,0,0,2,0,4,0,0,2,4
403,"Orwell, George",1984,620,Julia,person,0,2,0,0,0,0,0,0,0,0,0
405,"Orwell, George",1984,625,Parsons,person,0,0,0,0,0,1,2,0,0,0,1
407,"Orwell, George",1984,631,Winston,person,2,2,2,0,0,2,0,0,2,2,-2
428,"Orwell, George",1984,669,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
432,"Orwell, George",1984,681,Julia,person,0,0,0,0,0,3,0,3,0,0,-3
440,"Orwell, George",1984,699,Winston,person,0,1,0,0,1,0,1,0,0,1,1
445,"Orwell, George",1984,709,Ingsoc,person,0,0,0,0,0,3,9,0,0,6,6
449,"Orwell, George",1984,715,Winston,person,0,1,1,1,0,1,1,0,1,0,0
451,"Orwell, George",1984,726,Winston,person,0,0,0,0,3,0,3,0,0,3,3
455,"Orwell, George",1984,733,Saint Sebastian,person,2,2,0,2,2,2,4,0,2,2,2
458,"Orwell, George",1984,738,Winston,person,0,0,0,2,0,2,1,2,0,1,-1
459,"Orwell, George",1984,741,Julia,person,2,2,2,2,0,2,2,2,0,2,0
461,"Orwell, George",1984,745,Julia,person,0,0,0,0,2,0,2,0,0,0,2
465,"Orwell, George",1984,750,INGSOC,person,0,0,0,3,0,6,3,3,3,3,-3
472,"Orwell, George",1984,773,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
481,"Orwell, George",1984,791,Winston,person,3,0,0,0,0,3,0,0,0,0,-3
490,"Orwell, George",1984,800,Winston,person,0,0,0,0,0,0,0,0,2,0,0
493,"Orwell, George",1984,803,Ingsoc,person,3,0,3,3,0,6,0,0,0,0,-6
497,"Orwell, George",1984,805,Julia,person,3,3,3,3,3,6,3,6,3,6,-3
500,"Orwell, George",1984,806,Winston,person,2,0,2,0,0,2,0,2,0,0,-2
502,"Orwell, George",1984,807,Julia,person,0,5,0,5,5,5,5,5,0,5,0
511,"Orwell, George",1984,813,Winston,person,0,0,0,1,0,1,0,0,0,0,-1
517,"Orwell, George",1984,819,O'Brien,person,1,1,0,1,0,2,0,1,0,0,-2
518,"Orwell, George",1984,821,Winston,person,0,0,0,0,0,0,1,0,0,0,1
531,"Orwell, George",1984,847,O'Brien,person,0,1,0,0,0,1,3,1,0,1,2
532,"Orwell, George",1984,848,POLICE,person,0,2,0,4,0,2,8,2,0,8,6
538,"Orwell, George",1984,863,Winston,person,0,0,0,2,0,2,2,2,0,0,0
545,"Orwell, George",1984,879,Ingsoc,person,0,0,0,2,0,2,0,2,0,0,-2
547,"Orwell, George",1984,882,Winston,person,2,0,0,6,0,6,0,4,6,0,-6
549,"Orwell, George",1984,885,Ingsoc,person,0,0,0,0,0,0,6,0,0,3,6
558,"Orwell, George",1984,892,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
571,"Orwell, George",1984,913,Winston,person,0,2,0,0,0,2,0,0,0,0,-2
580,"Orwell, George",1984,928,Big Brother,person,0,0,0,1,0,1,1,0,0,1,0
581,"Orwell, George",1984,930,O'Brien,person,0,0,0,0,0,0,3,0,0,3,3
583,"Orwell, George",1984,930,Big Brother,person,0,0,0,0,0,0,3,0,0,3,3
586,"Orwell, George",1984,937,Julia,person,0,3,0,0,0,0,9,0,3,3,9
589,"Orwell, George",1984,939,Winston,person,2,2,2,2,0,6,0,4,4,0,-6
591,"Orwell, George",1984,940,Winston,person,3,0,0,3,0,3,0,0,0,0,-3
597,"Orwell, George",1984,954,O'Brien,person,2,1,1,2,1,1,1,1,1,1,0
598,"Orwell, George",1984,955,Winston,person,0,0,0,0,0,0,0,0,0,1,0
600,"Orwell, George",1984,960,Ingsoc,person,6,6,4,6,0,6,6,6,0,2,0
608,"Orwell, George",1984,981,Big Brother,person,2,0,0,2,0,6,2,0,0,2,-4
610,"Orwell, George",1984,983,O'Brien,person,3,0,1,2,0,2,0,1,1,0,-2
627,"Orwell, George",1984,1016,Julia,person,4,4,4,0,4,4,8,4,4,4,4
634,"Orwell, George",1984,1021,Winston,person,0,0,0,0,0,0,1,0,0,0,1
637,"Orwell, George",1984,1024,O'Brien,person,0,0,0,0,3,0,3,0,3,3,3
659,"Orwell, George",1984,1057,Julia,person,0,0,0,0,2,0,2,0,0,2,2
664,"Orwell, George",1984,1063,Winston,person,0,2,0,0,2,0,6,0,2,6,6
665,"Orwell, George",1984,1063,Comrade Ogilvy,person,0,2,0,0,2,0,6,0,2,6,6
672,"Orwell, George",1984,1079,Milton,person,0,0,0,0,0,3,0,0,0,0,-3
673,"Orwell, George",1984,1079,Byron,person,0,0,0,0,0,3,0,0,0,0,-3
674,"Orwell, George",1984,1080,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
678,"Orwell, George",1984,1083,Winston,person,1,0,0,0,0,1,0,1,0,0,-1
681,"Orwell, George",1984,1099,O'Brien,person,1,1,1,1,1,1,1,0,0,1,0
695,"Orwell, George",1984,1120,Winston,person,1,0,0,1,0,1,0,0,1,0,-1
697,"Orwell, George",1984,1122,Charrington,person,1,1,0,1,0,1,1,1,0,0,0
707,"Orwell, George",1984,1143,Big Brother,person,0,2,0,2,2,2,2,0,0,2,0
708,"Orwell, George",1984,1147,Winston,person,1,0,1,0,0,1,0,0,0,0,-1
711,"Orwell, George",1984,1149,Parsons,person,0,0,1,1,0,1,0,1,0,0,-1
713,"Orwell, George",1984,1157,Winston,person,1,3,1,3,1,4,3,3,0,1,-1
714,"Orwell, George",1984,1159,Winston,person,1,1,1,1,0,1,1,0,2,1,0
716,"Orwell, George",1984,1162,Winston,person,1,0,1,2,0,2,1,1,0,0,-1
722,"Orwell, George",1984,1170,Winston,person,3,0,0,3,0,3,0,3,0,0,-3
725,"Orwell, George",1984,1173,Julia,person,0,0,0,4,0,4,0,0,0,0,-4
729,"Orwell, George",1984,1178,Winston,person,1,0,0,1,0,1,0,0,1,0,-1
730,"Orwell, George",1984,1179,Parsons,person,0,0,0,0,0,2,1,1,0,0,-1
735,"Orwell, George",1984,1196,Big Brother,person,1,1,0,1,1,0,3,0,1,1,3
741,"Orwell, George",1984,1201,Howe,person,0,2,0,2,0,2,2,0,0,2,0
742,"Orwell, George",1984,1202,Syme,person,1,1,0,0,0,2,0,1,0,0,-2
746,"Orwell, George",1984,1209,O'Brien,person,0,0,0,0,3,0,3,0,0,0,3
763,"Orwell, George",1984,1237,O'Brien,person,0,0,0,0,0,1,1,0,0,0,0
775,"Orwell, George",1984,1260,Winston,person,8,4,8,12,8,20,12,8,0,12,-8
780,"Orwell, George",1984,1262,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
781,"Orwell, George",1984,1263,Parsons,person,3,3,3,3,0,3,3,3,0,0,0
784,"Orwell, George",1984,1264,Winston,person,3,0,3,6,3,6,3,3,3,3,-3
788,"Orwell, George",1984,1270,Winston,person,0,0,0,0,3,0,9,0,0,6,9
790,"Orwell, George",1984,1270,Big Brother,person,0,0,0,0,3,0,9,0,0,6,9
793,"Orwell, George",1984,1275,Julia,person,0,4,0,0,0,4,4,4,4,4,0
802,"Orwell, George",1984,1288,O'Brien,person,1,0,1,0,0,1,0,0,0,0,-1
806,"Orwell, George",1984,1301,Winston,person,0,0,0,0,0,0,4,0,0,4,4
807,"Orwell, George",1984,1301,O'Brien,person,0,0,0,0,0,0,4,0,0,4,4
812,"Orwell, George",1984,1303,Winston,person,0,0,0,0,0,0,1,0,0,0,1
816,"Orwell, George",1984,1306,Winston,person,0,0,0,0,0,4,0,0,0,0,-4
823,"Orwell, George",1984,1317,Winston,person,3,0,3,3,0,3,3,3,0,0,0
825,"Orwell, George",1984,1317,Ruth,person,3,0,3,3,0,3,3,3,0,0,0
831,"Orwell, George",1984,1337,Martin,person,0,0,0,0,0,0,3,0,0,3,3
843,"Orwell, George",1984,1358,Goldstein,person,0,0,0,0,0,0,2,0,0,2,2
845,"Orwell, George",1984,1361,Julia,person,0,0,0,3,0,9,9,9,0,6,0
854,"Orwell, George",1984,1368,Winston,person,5,0,5,5,5,10,10,5,0,5,0
855,"Orwell, George",1984,1368,Julia,person,5,0,5,5,5,10,10,5,0,5,0
862,"Orwell, George",1984,1371,Winston,person,0,0,0,0,0,0,0,0,0,2,0
866,"Orwell, George",1984,1375,Winston,person,0,0,0,0,0,0,2,0,0,0,2
867,"Orwell, George",1984,1375,Parsons,person,0,0,0,0,0,0,2,0,0,0,2
871,"Orwell, George",1984,1386,Winston,person,0,0,0,1,0,2,0,0,0,0,-2
879,"Orwell, George",1984,1396,Winston,person,0,3,0,0,0,3,3,0,0,0,0
882,"Orwell, George",1984,1397,Goldstein,person,0,0,0,0,0,0,3,0,0,0,3
889,"Orwell, George",1984,1412,Winston,person,0,1,0,0,1,0,1,0,0,1,1
890,"Orwell, George",1984,1415,Goldstein,person,3,0,3,3,0,3,3,3,0,3,0
893,"Orwell, George",1984,1416,Ingsoc,person,6,6,6,12,0,12,9,6,3,9,-3
895,"Orwell, George",1984,1416,Big Brother,person,6,6,6,12,0,12,9,6,3,9,-3
898,"Orwell, George",1984,1422,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
899,"Orwell, George",1984,1422,O'Brien,person,0,0,0,0,0,2,0,0,0,0,-2
907,"Orwell, George",1984,1431,Parsons,person,4,4,0,4,8,8,12,4,4,4,4
911,"Orwell, George",1984,1435,Winston,person,0,1,0,0,0,0,2,0,1,1,2
927,"Orwell, George",1984,1453,Ruth,person,2,2,0,4,2,4,4,2,0,2,0
938,"Orwell, George",1984,1472,Winston,person,0,1,0,0,0,1,3,0,0,2,2
939,"Orwell, George",1984,1474,Winston,person,2,0,0,2,0,0,2,0,0,2,2
944,"Orwell, George",1984,1479,Winston,person,0,0,0,0,4,0,4,0,0,2,4
955,"Orwell, George",1984,1494,O'Brien,person,2,0,2,2,0,4,0,0,0,0,-4
974,"Orwell, George",1984,1522,Winston,person,0,1,0,0,1,0,1,0,0,2,1
985,"Orwell, George",1984,1542,Charrington,person,0,4,0,2,2,2,2,2,2,4,0
998,"Orwell, George",1984,1561,Winston,person,2,4,0,2,2,2,2,2,4,0,0
1001,"Orwell, George",1984,1564,O'Brien,person,1,1,0,0,0,1,0,0,0,0,-1
1009,"Orwell, George",1984,1578,Winston,person,0,3,0,0,0,0,6,0,0,6,6
1012,"Orwell, George",1984,1580,Big Brother,person,0,0,0,0,1,0,2,0,0,1,2
1020,"Orwell, George",1984,1592,O'Brien,person,0,0,0,0,1,0,1,0,0,0,1
1031,"Orwell, George",1984,1606,Winston,person,0,0,0,0,3,0,3,0,0,0,3
1046,"Orwell, George",1984,1634,Julia,person,0,3,0,0,0,0,0,0,0,0,0
1050,"Orwell, George",1984,1639,Winston,person,1,0,0,1,0,1,0,0,1,0,-1
1051,"Orwell, George",1984,1641,Winston,person,0,1,0,1,1,0,1,0,1,1,1
1060,"Orwell, George",1984,1661,Big Brother,person,1,1,1,1,0,1,1,1,1,1,0
1062,"Orwell, George",1984,1667,Comrade Ogilvy,person,0,0,0,0,0,0,1,0,0,2,1
1072,"Orwell, George",1984,1672,O'Brien,person,0,0,0,0,1,0,1,0,2,1,1
1081,"Orwell, George",1984,1698,O'Brien,person,1,0,0,1,1,1,1,0,0,0,0
1083,"Orwell, George",1984,1699,O'Brien,person,0,6,0,0,0,0,0,0,0,0,0
1085,"Orwell, George",1984,1700,Winston,person,0,2,0,2,0,2,0,4,0,0,-2
1086,"Orwell, George",1984,1700,Don,person,0,2,0,2,0,2,0,4,0,0,-2
1090,"Orwell, George",1984,1713,Winston,person,0,1,0,0,1,1,2,0,0,1,1
1091,"Orwell, George",1984,1714,Winston,person,2,2,1,1,2,1,2,1,2,2,1
1099,"Orwell, George",1984,1728,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1101,"Orwell, George",1984,1734,Winston,person,0,2,0,0,1,1,2,0,0,0,1
1102,"Orwell, George",1984,1736,Winston,person,0,3,0,0,3,0,3,0,3,3,3
1111,"Orwell, George",1984,1747,Winston,person,0,1,0,0,0,0,0,0,0,0,0
1132,"Orwell, George",1984,1788,Julia,person,0,4,0,0,4,0,4,0,2,4,4
1134,"Orwell, George",1984,1791,O'Brien,person,0,0,0,0,0,0,4,0,0,4,4
1142,"Orwell, George",1984,1802,Winston,person,0,0,0,0,2,0,2,0,2,2,2
1143,"Orwell, George",1984,1802,O'Brien,person,0,0,0,0,2,0,2,0,2,2,2
1146,"Orwell, George",1984,1805,Julia,person,0,0,0,2,2,0,2,0,2,0,2
1152,"Orwell, George",1984,1818,Winston,person,0,2,0,0,0,2,0,0,2,0,-2
1153,"Orwell, George",1984,1818,Syme,person,0,2,0,0,0,2,0,0,2,0,-2
1160,"Orwell, George",1984,1822,INGSOC,person,4,4,4,4,0,4,0,4,0,4,-4
1172,"Orwell, George",1984,1841,Winston,person,0,2,0,0,0,2,0,2,0,0,-2
1187,"Orwell, George",1984,1862,Comrade Ogilvy,person,0,3,0,3,3,6,6,3,3,6,0
1192,"Orwell, George",1984,1872,Winston,person,0,0,0,2,0,0,0,0,0,0,0
1199,"Orwell, George",1984,1885,Winston,person,0,0,0,1,0,1,0,0,0,0,-1
1202,"Orwell, George",1984,1900,Don,person,0,1,1,1,0,2,1,1,0,0,-1
1211,"Orwell, George",1984,1922,O'Brien,person,3,0,3,0,0,3,0,0,0,0,-3
1226,"Orwell, George",1984,1945,Big Brother,person,1,1,1,2,0,1,4,0,1,1,3
1231,"Orwell, George",1984,1958,O'Brien,person,0,2,0,0,1,1,3,0,0,3,2
1232,"Orwell, George",1984,1961,Ingsoc,person,0,3,0,0,0,3,6,3,0,3,3
1258,"Orwell, George",1984,2016,Don,person,1,0,1,0,0,1,0,1,0,0,-1
1259,"Orwell, George",1984,2018,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
1262,"Orwell, George",1984,2021,Winston,person,1,0,2,0,0,2,0,0,1,2,-2
1273,"Orwell, George",1984,2040,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
1274,"Orwell, George",1984,2042,O'Brien,person,0,0,0,1,0,1,0,1,0,0,-1
1276,"Orwell, George",1984,2049,Winston,person,0,0,0,0,0,0,0,2,0,0,0
1282,"Orwell, George",1984,2063,Winston,person,0,0,0,0,0,0,0,0,0,2,0
1300,"Orwell, George",1984,2100,O'Brien,person,1,1,1,0,2,1,2,1,0,1,1
1308,"Orwell, George",1984,2107,Big Brother,person,0,3,0,0,3,0,6,0,0,6,6
1312,"Orwell, George",1984,2125,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1313,"Orwell, George",1984,2125,Big Brother,person,0,0,0,0,0,0,2,0,0,0,2
1321,"Orwell, George",1984,2133,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
1323,"Orwell, George",1984,2138,O'Brien,person,2,0,0,2,0,2,0,2,0,0,-2
1329,"Orwell, George",1984,2145,Winston,person,1,0,0,1,0,2,0,0,0,0,-2
1334,"Orwell, George",1984,2164,Ingsoc,person,12,9,0,3,0,12,6,9,0,6,-6
1343,"Orwell, George",1984,2173,Parsons,person,0,0,2,0,0,2,0,0,0,0,-2
1349,"Orwell, George",1984,2193,Julia,person,0,0,0,0,0,0,4,0,0,0,4
1353,"Orwell, George",1984,2194,O'Brien,person,0,2,0,0,0,2,0,2,0,0,-2
1361,"Orwell, George",1984,2205,Winston,person,0,1,0,0,0,1,1,0,0,0,0
1362,"Orwell, George",1984,2206,Winston,person,2,0,0,2,0,2,0,0,0,0,-2
1366,"Orwell, George",1984,2208,Winston,person,0,0,0,0,0,1,3,0,0,1,2
1368,"Orwell, George",1984,2210,Winston,person,0,0,0,0,0,4,4,0,0,0,0
1380,"Orwell, George",1984,2221,Ingsoc,person,6,9,3,6,0,12,6,3,0,3,-6
1387,"Orwell, George",1984,2226,Winston,person,3,1,2,3,2,4,3,3,4,3,-1
1390,"Orwell, George",1984,2228,O'Brien,person,0,0,0,0,0,0,0,0,1,0,0
1391,"Orwell, George",1984,2229,Julia,person,0,15,0,0,15,5,15,5,10,15,10
1392,"Orwell, George",1984,2229,O'Brien,person,0,15,0,0,15,5,15,5,10,15,10
1400,"Orwell, George",1984,2232,INGSOC,person,4,0,0,4,0,0,8,0,0,8,8
1405,"Orwell, George",1984,2239,Winston,person,0,2,0,0,1,1,1,1,0,1,0
1422,"Orwell, George",1984,2271,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
1439,"Orwell, George",1984,2306,INGSOC,person,3,3,3,3,0,3,3,3,0,0,0
1444,"Orwell, George",1984,2317,Winston,person,1,3,0,3,3,2,5,0,2,3,3
1452,"Orwell, George",1984,2334,Winston,person,0,2,0,0,0,2,0,2,0,0,-2
1453,"Orwell, George",1984,2334,Charrington,person,0,2,0,0,0,2,0,2,0,0,-2
1457,"Orwell, George",1984,2345,Winston,person,0,0,0,0,0,0,3,0,0,0,3
1466,"Orwell, George",1984,2361,Charrington,person,0,4,0,0,0,0,0,0,0,0,0
1474,"Orwell, George",1984,2375,Parsons,person,1,0,1,1,0,1,1,1,0,1,0
1476,"Orwell, George",1984,2376,Howe,person,0,0,0,0,0,2,2,0,0,0,0
1478,"Orwell, George",1984,2378,Winston,person,0,2,0,2,2,0,2,0,0,2,2
1480,"Orwell, George",1984,2379,O'Brien,person,0,0,0,0,0,0,2,0,0,0,2
1484,"Orwell, George",1984,2387,Winston,person,1,0,0,1,0,1,0,0,0,0,-1
1485,"Orwell, George",1984,2389,Winston,person,3,9,0,3,6,0,12,0,3,9,12
1488,"Orwell, George",1984,2393,Winston,person,0,0,0,0,0,0,2,0,0,2,2
1490,"Orwell, George",1984,2396,Winston,person,0,0,4,0,2,6,2,0,0,2,-4
1491,"Orwell, George",1984,2396,Parsons,person,0,0,4,0,2,6,2,0,0,2,-4
1496,"Orwell, George",1984,2410,Charrington,person,0,0,0,0,0,0,2,0,0,0,2
1499,"Orwell, George",1984,2417,Winston,person,0,1,0,0,1,0,2,0,1,1,2
1509,"Orwell, George",1984,2430,Ingsoc,person,2,2,0,4,2,6,4,2,0,2,-2
1518,"Orwell, George",1984,2437,Winston,person,0,1,1,1,0,1,0,0,0,0,-1
1533,"Orwell, George",1984,2472,Parsons,person,0,0,0,0,6,0,6,0,0,0,6
1536,"Orwell, George",1984,2476,Winston,person,0,0,0,0,4,0,4,0,0,4,4
1537,"Orwell, George",1984,2476,Charrington,person,0,0,0,0,4,0,4,0,0,4,4
1544,"Orwell, George",1984,2488,Ingsoc,person,3,0,3,9,0,12,12,3,0,6,0
1565,"Orwell, George",1984,2529,Jones,person,4,0,4,4,0,8,4,8,0,0,-4
1566,"Orwell, George",1984,2529,Ruth,person,4,0,4,4,0,8,4,8,0,0,-4
1570,"Orwell, George",1984,2537,Winston,person,0,1,0,0,0,0,1,0,0,0,1
1575,"Orwell, George",1984,2541,Julia,person,0,4,0,2,4,2,6,0,2,4,4
1577,"Orwell, George",1984,2543,Winston,person,0,1,0,0,0,0,0,0,0,0,0
1578,"Orwell, George",1984,2544,Winston,person,0,0,0,0,0,4,0,4,0,4,-4
1579,"Orwell, George",1984,2544,Julia,person,0,0,0,0,0,4,0,4,0,4,-4
1588,"Orwell, George",1984,2553,Parsons,person,0,0,0,0,0,1,0,0,0,0,-1
1592,"Orwell, George",1984,2560,Big Brother,person,4,8,4,8,12,20,32,4,0,24,12
1594,"Orwell, George",1984,2561,Nick,person,0,0,0,0,0,0,1,0,0,0,1
1596,"Orwell, George",1984,2565,O'Brien,person,0,1,0,0,1,0,1,0,0,2,1
1599,"Orwell, George",1984,2568,Winston,person,0,1,0,0,0,0,0,0,0,0,0
1606,"Orwell, George",1984,2578,Julia,person,4,2,4,6,0,8,0,6,0,0,-8
1631,"Orwell, George",1984,2613,Winston,person,0,0,0,1,0,1,1,1,0,0,0
1632,"Orwell, George",1984,2615,Winston,person,0,0,0,0,0,3,3,0,0,0,0
1633,"Orwell, George",1984,2615,Julia,person,0,0,0,0,0,3,3,0,0,0,0
1645,"Orwell, George",1984,2630,Ampleforth,person,0,1,0,0,1,0,1,0,0,1,1
1647,"Orwell, George",1984,2635,O'Brien,person,0,0,0,0,3,0,3,0,0,3,3
1651,"Orwell, George",1984,2641,Winston,person,0,4,0,0,2,2,2,0,0,0,0
1663,"Orwell, George",1984,2659,Julia,person,0,0,0,0,0,3,0,0,0,0,-3
1666,"Orwell, George",1984,2663,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1668,"Orwell, George",1984,2665,Parsons,person,0,1,0,0,1,0,1,0,0,1,1
1672,"Orwell, George",1984,2674,Winston,person,0,0,0,0,2,0,2,0,0,0,2
1673,"Orwell, George",1984,2674,Don,person,0,0,0,0,2,0,2,0,0,0,2
1674,"Orwell, George",1984,2677,Winston,person,0,2,4,0,0,6,0,2,0,0,-6
1684,"Orwell, George",1984,2690,Winston,person,2,0,0,2,0,2,0,2,0,2,-2
1685,"Orwell, George",1984,2690,O'Brien,person,2,0,0,2,0,2,0,2,0,2,-2
1691,"Orwell, George",1984,2706,Winston,person,0,0,0,0,2,0,4,0,0,4,4
1692,"Orwell, George",1984,2706,Parsons,person,0,0,0,0,2,0,4,0,0,4,4
1694,"Orwell, George",1984,2710,Winston,person,0,0,0,1,0,1,1,1,0,0,0
1698,"Orwell, George",1984,2716,Winston,person,0,0,0,1,0,0,0,0,0,0,0
1714,"Orwell, George",1984,2748,Winston,person,0,1,0,0,0,2,0,1,1,0,-2
1718,"Orwell, George",1984,2758,Comrade Ogilvy,person,1,1,0,0,1,1,2,0,2,2,1
1738,"Orwell, George",1984,2788,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
1740,"Orwell, George",1984,2791,Big Brother,person,0,1,0,0,0,0,3,0,0,1,3
1743,"Orwell, George",1984,2796,Winston,person,0,1,0,0,1,0,1,0,1,1,1
1748,"Orwell, George",1984,2802,Winston,person,0,1,0,0,0,0,2,0,0,2,2
