,author,title,sentence_nr,entity,kind,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
1749,"Orwell, George",1984,2804,Winston,person,5,0,0,0,0,10,0,0,0,0,-10
1750,"Orwell, George",1984,2804,Goldstein,person,5,0,0,0,0,10,0,0,0,0,-10
1751,"Orwell, George",1984,2804,O'Brien,person,5,0,0,0,0,10,0,0,0,0,-10
1756,"Orwell, George",1984,2809,Julia,person,0,0,0,2,0,2,2,2,0,0,0
1758,"Orwell, George",1984,2815,Syme,person,0,0,0,0,3,0,3,0,0,3,3
1764,"Orwell, George",1984,2822,Julia,person,0,2,0,0,2,2,6,0,0,0,4
1774,"Orwell, George",1984,2834,Winston,person,0,2,0,0,2,0,4,0,0,4,4
1775,"Orwell, George",1984,2834,Big Brother,person,0,2,0,0,2,0,4,0,0,4,4
1784,"Orwell, George",1984,2854,Winston,person,4,0,0,2,0,4,0,4,0,2,-4
1787,"Orwell, George",1984,2856,Jones,person,4,0,0,0,0,4,0,4,0,0,-4
1788,"Orwell, George",1984,2856,Ruth,person,4,0,0,0,0,4,0,4,0,0,-4
1808,"Orwell, George",1984,2884,Winston,person,0,2,0,2,4,0,4,0,0,4,4
1809,"Orwell, George",1984,2884,O'Brien,person,0,2,0,2,4,0,4,0,0,4,4
1815,"Orwell, George",1984,2891,Big Brother,person,2,2,0,2,0,2,8,2,2,6,6
1816,"Orwell, George",1984,2893,Goldstein,person,0,0,4,0,0,0,0,0,0,0,0
1832,"Orwell, George",1984,2914,O'Brien,person,0,0,1,0,0,0,0,0,0,0,0
1839,"Orwell, George",1984,2933,Syme,person,0,2,0,0,1,2,2,0,1,0,0
1842,"Orwell, George",1984,2938,Winston,person,0,2,0,1,0,3,1,3,1,0,-2
1843,"Orwell, George",1984,2943,Winston,person,0,0,0,0,0,0,1,0,0,1,1
1844,"Orwell, George",1984,2944,O'Brien,person,0,2,0,0,0,0,0,0,0,0,0
1846,"Orwell, George",1984,2948,Winston,person,0,0,0,0,0,0,1,0,0,0,1
1850,"Orwell, George",1984,2952,O'Brien,person,2,1,2,3,0,3,0,3,1,0,-3
1851,"Orwell, George",1984,2953,O'Brien,person,0,1,0,0,1,0,2,0,1,1,2
1853,"Orwell, George",1984,2957,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1861,"Orwell, George",1984,2967,Big Brother,person,2,2,4,2,0,4,6,4,2,4,2
1869,"Orwell, George",1984,2985,Winston,person,0,0,0,1,0,1,0,0,0,0,-1
1870,"Orwell, George",1984,2987,Winston,person,4,0,2,2,2,4,2,2,0,2,-2
1872,"Orwell, George",1984,2988,Goldstein,person,0,0,0,2,0,2,0,2,0,0,-2
1884,"Orwell, George",1984,3003,Winston,person,0,0,0,0,0,0,4,0,0,0,4
1888,"Orwell, George",1984,3007,Winston,person,0,2,0,0,0,0,0,2,0,0,0
1893,"Orwell, George",1984,3019,Big Brother,person,0,0,0,2,2,2,4,2,0,2,2
1894,"Orwell, George",1984,3020,Winston,person,0,0,0,0,1,1,2,1,0,2,1
1895,"Orwell, George",1984,3022,Winston,person,0,0,1,0,0,2,0,0,0,0,-2
1897,"Orwell, George",1984,3025,O'Brien,person,0,0,0,2,0,2,0,0,0,2,-2
1905,"Orwell, George",1984,3035,Winston,person,0,3,0,0,0,0,3,0,0,3,3
1908,"Orwell, George",1984,3036,Julia,person,0,0,0,0,0,2,0,2,2,0,-2
1912,"Orwell, George",1984,3041,Ingsoc,person,3,0,0,0,3,6,3,3,0,0,-3
1925,"Orwell, George",1984,3068,O'Brien,person,1,1,2,1,2,3,2,2,0,2,-1
1929,"Orwell, George",1984,3074,Winston,person,0,0,0,0,0,0,4,0,0,2,4
1932,"Orwell, George",1984,3078,Julia,person,0,4,0,0,0,0,0,0,0,0,0
1949,"Orwell, George",1984,3105,O'Brien,person,4,0,4,4,0,4,0,0,0,0,-4
1961,"Orwell, George",1984,3125,Winston,person,0,0,0,0,0,0,1,0,1,0,1
1962,"Orwell, George",1984,3126,Syme,person,0,0,0,0,0,0,0,0,0,1,0
1970,"Orwell, George",1984,3139,Goldstein,person,0,3,0,0,3,0,6,0,3,6,6
1983,"Orwell, George",1984,3164,Winston,person,1,1,1,2,1,2,1,2,1,1,-1
1984,"Orwell, George",1984,3166,Winston,person,0,0,0,0,0,0,1,0,0,0,1
1987,"Orwell, George",1984,3173,O'Brien,person,0,0,0,0,0,0,3,0,0,3,3
2001,"Orwell, George",1984,3188,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
2022,"Orwell, George",1984,3221,Comrade Ogilvy,person,0,1,0,0,1,0,2,1,0,1,2
2036,"Orwell, George",1984,3244,O'Brien,person,0,0,0,0,0,0,0,3,0,0,0
2039,"Orwell, George",1984,3246,Winston,person,1,1,1,1,1,2,2,1,1,1,0
2043,"Orwell, George",1984,3256,O'Brien,person,1,0,1,1,0,1,0,1,0,0,-1
2047,"Orwell, George",1984,3266,Winston,person,0,0,0,0,0,3,0,0,0,0,-3
2048,"Orwell, George",1984,3266,Ampleforth,person,0,0,0,0,0,3,0,0,0,0,-3
2050,"Orwell, George",1984,3267,Winston,person,0,2,0,0,0,0,4,0,0,4,4
2052,"Orwell, George",1984,3269,Winston,person,0,0,0,0,1,0,1,0,0,1,1
2053,"Orwell, George",1984,3270,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
2057,"Orwell, George",1984,3273,Comrade Ogilvy,person,0,0,0,3,3,0,9,0,0,6,9
2068,"Orwell, George",1984,3292,Winston,person,0,2,0,0,2,0,3,0,1,0,3
2069,"Orwell, George",1984,3293,Winston,person,4,8,4,8,20,12,32,4,0,32,20
2084,"Orwell, George",1984,3310,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
2086,"Orwell, George",1984,3311,Winston,person,1,1,1,1,1,1,1,1,1,1,0
2087,"Orwell, George",1984,3314,Winston,person,2,0,2,2,2,4,2,2,0,2,-2
2088,"Orwell, George",1984,3314,O'Brien,person,2,0,2,2,2,4,2,2,0,2,-2
2091,"Orwell, George",1984,3319,Charrington,person,0,0,0,0,0,0,0,1,0,0,0
2092,"Orwell, George",1984,3320,Winston,person,0,0,0,1,1,0,1,0,0,1,1
2097,"Orwell, George",1984,3334,O'Brien,person,0,0,0,2,0,1,0,1,0,0,-1
2098,"Orwell, George",1984,3335,Winston,person,0,1,0,0,1,0,1,0,1,0,1
2103,"Orwell, George",1984,3342,Winston,person,0,3,0,0,0,0,0,0,0,0,0
2109,"Orwell, George",1984,3348,Winston,person,2,0,2,4,0,4,0,4,0,0,-4
2116,"Orwell, George",1984,3353,Winston,person,0,0,0,0,1,1,1,0,0,1,0
2119,"Orwell, George",1984,3357,Winston,person,0,2,0,0,2,0,2,0,0,2,2
2127,"Orwell, George",1984,3361,INGSOC,person,4,0,0,0,0,8,8,0,0,0,0
2131,"Orwell, George",1984,3364,O'Brien,person,0,1,0,0,1,0,1,0,0,2,1
2143,"Orwell, George",1984,3387,Julia,person,0,0,0,0,0,2,0,2,0,0,-2
2153,"Orwell, George",1984,3419,Winston,person,2,2,2,2,2,0,2,0,0,2,2
2162,"Orwell, George",1984,3436,O'Brien,person,0,0,0,0,0,0,1,0,0,0,1
2165,"Orwell, George",1984,3440,Winston,person,2,2,2,0,0,4,2,0,0,2,-2
2173,"Orwell, George",1984,3468,O'Brien,person,0,0,0,0,1,0,1,0,0,0,1
2175,"Orwell, George",1984,3472,Parsons,person,0,0,1,0,0,0,0,0,0,0,0
2177,"Orwell, George",1984,3479,Winston,person,0,2,0,2,0,2,4,0,2,4,2
2178,"Orwell, George",1984,3479,Big Brother,person,0,2,0,2,0,2,4,0,2,4,2
2186,"Orwell, George",1984,3492,Winston,person,2,0,0,0,0,2,0,0,0,0,-2
2190,"Orwell, George",1984,3495,Winston,person,0,0,0,0,0,0,4,0,0,0,4
2191,"Orwell, George",1984,3495,Julia,person,0,0,0,0,0,0,4,0,0,0,4
2207,"Orwell, George",1984,3512,O'Brien,person,0,0,0,0,0,0,2,0,0,1,2
2208,"Orwell, George",1984,3513,Ingsoc,person,2,2,0,0,2,4,8,0,0,4,4
2213,"Orwell, George",1984,3525,Winston,person,0,0,0,0,0,1,1,1,0,0,0
2220,"Orwell, George",1984,3534,Winston,person,1,0,0,1,1,4,1,3,1,0,-3
2224,"Orwell, George",1984,3539,Winston,person,1,0,0,2,0,2,0,2,1,0,-2
2225,"Orwell, George",1984,3543,Winston,person,0,0,0,0,0,0,1,0,0,0,1
2228,"Orwell, George",1984,3551,O'Brien,person,0,1,0,0,0,2,1,0,0,0,-1
2233,"Orwell, George",1984,3565,Winston,person,2,2,2,0,0,2,0,0,0,0,-2
2234,"Orwell, George",1984,3565,Syme,person,2,2,2,0,0,2,0,0,0,0,-2
2236,"Orwell, George",1984,3570,Winston,person,0,0,0,2,0,2,0,2,0,0,-2
2238,"Orwell, George",1984,3571,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
2248,"Orwell, George",1984,3591,O'Brien,person,2,2,2,4,4,4,6,4,2,6,2
2252,"Orwell, George",1984,3596,O'Brien,person,0,0,0,0,0,0,1,0,0,0,1
2253,"Orwell, George",1984,3599,Big Brother,person,2,2,1,2,1,3,5,1,1,3,2
2254,"Orwell, George",1984,3601,Winston,person,0,1,0,0,1,0,1,0,0,1,1
2262,"Orwell, George",1984,3613,Winston,person,3,3,3,3,0,3,0,3,0,0,-3
2265,"Orwell, George",1984,3616,Winston,person,4,0,4,4,0,4,4,4,0,0,0
2266,"Orwell, George",1984,3616,Goldstein,person,4,0,4,4,0,4,4,4,0,0,0
2280,"Orwell, George",1984,3636,Lord Mayors Banquet,person,0,6,3,0,3,6,9,0,0,3,3
2283,"Orwell, George",1984,3645,Ingsoc,person,0,0,4,4,0,0,4,0,0,4,4
2288,"Orwell, George",1984,3654,Winston,person,1,1,1,1,1,1,1,1,1,1,0
2294,"Orwell, George",1984,3666,Winston,person,1,1,0,0,0,1,0,1,0,0,-1
2319,"Orwell, George",1984,3710,Julia,person,0,0,0,0,0,0,6,0,0,0,6
2332,"Orwell, George",1984,3730,Winston,person,1,0,0,0,0,1,0,0,0,0,-1
2334,"Orwell, George",1984,3732,Winston,person,1,1,0,1,0,1,1,0,0,1,0
2335,"Orwell, George",1984,3735,Parsons,person,1,0,1,2,1,1,1,0,0,1,0
2342,"Orwell, George",1984,3743,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
2348,"Orwell, George",1984,3756,Winston,person,0,2,0,0,0,0,0,0,0,0,0
2350,"Orwell, George",1984,3760,Ingsoc,person,2,0,0,2,0,2,4,0,0,2,2
2352,"Orwell, George",1984,3764,Winston,person,0,1,0,0,2,1,2,1,0,3,1
2357,"Orwell, George",1984,3773,Winston,person,0,0,0,0,1,0,1,0,0,1,1
2361,"Orwell, George",1984,3782,Nick,person,1,0,0,0,0,0,1,0,0,0,1
2362,"Orwell, George",1984,3783,O'Brien,person,3,1,1,1,0,2,0,2,0,0,-2
2364,"Orwell, George",1984,3787,Julia,person,2,0,0,0,0,0,0,0,0,0,0
2366,"Orwell, George",1984,3788,O'Brien,person,0,0,1,0,0,0,0,0,1,1,0
2369,"Orwell, George",1984,3798,Julia,person,4,0,4,12,0,8,0,4,0,0,-8
2370,"Orwell, George",1984,3798,O'Brien,person,4,0,4,12,0,8,0,4,0,0,-8
2374,"Orwell, George",1984,3800,Syme,person,0,2,0,0,0,0,0,0,0,0,0
2375,"Orwell, George",1984,3800,Don,person,0,2,0,0,0,0,0,0,0,0,0
2385,"Orwell, George",1984,3814,O'Brien,person,3,1,3,3,1,5,1,2,1,1,-4
2387,"Orwell, George",1984,3815,Cock Robin,person,2,2,2,2,0,2,0,2,2,0,-2
2391,"Orwell, George",1984,3822,Goldstein,person,0,8,0,6,2,4,6,2,4,2,2
2396,"Orwell, George",1984,3826,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
2399,"Orwell, George",1984,3831,Ingsoc,person,0,0,0,0,0,0,3,0,0,3,3
2407,"Orwell, George",1984,3843,O'Brien,person,0,2,0,0,0,2,0,0,0,0,-2
2425,"Orwell, George",1984,3883,Ingsoc,person,0,0,0,0,0,2,0,0,0,0,-2
2433,"Orwell, George",1984,3899,Winston,person,0,0,0,2,0,2,0,0,0,0,-2
2434,"Orwell, George",1984,3900,Winston,person,0,2,0,0,0,0,2,0,0,2,2
2441,"Orwell, George",1984,3931,Winston,person,0,0,0,0,0,0,0,0,1,0,0
2457,"Orwell, George",1984,3957,Winston,person,8,4,12,12,0,16,16,8,0,16,0
2458,"Orwell, George",1984,3957,Goldstein,person,8,4,12,12,0,16,16,8,0,16,0
2459,"Orwell, George",1984,3957,Big Brother,person,8,4,12,12,0,16,16,8,0,16,0
2463,"Orwell, George",1984,3966,Julia,person,0,3,0,0,0,0,0,0,0,0,0
2471,"Orwell, George",1984,3977,Nick,person,0,1,0,0,1,0,1,0,1,1,1
2473,"Orwell, George",1984,3980,Winston,person,0,0,0,0,0,0,2,0,0,2,2
2475,"Orwell, George",1984,3985,Comrade Ogilvy,person,1,0,0,1,0,2,2,1,0,1,0
2478,"Orwell, George",1984,3989,Big Brother,person,0,1,0,0,1,1,6,1,0,4,5
2494,"Orwell, George",1984,4017,Parsons,person,4,2,4,4,2,4,2,2,2,0,-2
2511,"Orwell, George",1984,4039,Winston,person,0,2,0,0,0,4,0,0,0,0,-4
2517,"Orwell, George",1984,4055,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
2522,"Orwell, George",1984,4060,Winston,person,1,1,1,1,0,2,2,2,0,1,0
2527,"Orwell, George",1984,4072,O'Brien,person,1,0,1,2,1,2,1,2,0,1,-1
2543,"Orwell, George",1984,4092,Goldstein,person,0,0,0,0,0,3,0,0,0,0,-3
2551,"Orwell, George",1984,4102,Julia,person,2,4,0,0,2,2,2,0,2,2,0
2554,"Orwell, George",1984,4105,Goldstein,person,2,0,2,2,0,2,2,0,0,2,0
2569,"Orwell, George",1984,4132,Syme,person,0,0,0,0,0,1,0,1,0,0,-1
2570,"Orwell, George",1984,4137,Winston,person,3,0,3,3,0,3,0,3,0,0,-3
2573,"Orwell, George",1984,4140,Winston,person,0,0,0,0,0,0,2,0,0,0,2
2584,"Orwell, George",1984,4173,Goldstein,person,0,0,0,0,0,3,0,0,0,0,-3
2587,"Orwell, George",1984,4180,O'Brien,person,0,0,0,1,0,1,0,0,1,0,-1
2589,"Orwell, George",1984,4188,Winston,person,2,0,2,2,0,2,0,0,0,0,-2
2591,"Orwell, George",1984,4190,Goldstein,person,0,2,0,2,0,2,2,2,0,2,0
2599,"Orwell, George",1984,4203,Adam,person,0,2,0,0,0,0,0,0,4,0,0
2609,"Orwell, George",1984,4224,Big Brother,person,0,0,0,0,0,0,4,0,0,2,4
2611,"Orwell, George",1984,4233,Parsons,person,0,1,0,0,0,0,0,0,0,0,0
2613,"Orwell, George",1984,4243,Winston,person,0,1,1,0,1,2,1,0,0,1,-1
2615,"Orwell, George",1984,4250,Winston,person,0,0,0,0,0,0,1,0,0,0,1
2625,"Orwell, George",1984,4276,Winston,person,0,1,0,0,0,0,0,0,0,0,0
2632,"Orwell, George",1984,4321,Ingsoc,person,2,0,2,2,0,4,4,2,0,2,0
2643,"Orwell, George",1984,4337,INGSOC,person,4,0,0,4,0,0,8,0,0,8,8
2649,"Orwell, George",1984,4342,Ingsoc,person,3,0,0,0,3,6,3,3,0,0,-3
2667,"Orwell, George",1984,4358,Clarisse,person,0,12,0,0,12,0,20,0,8,8,20
2677,"Orwell, George",1984,4365,Ingsoc,person,0,2,0,0,2,0,6,0,0,2,6
2680,"Orwell, George",1984,4366,Milton,person,4,0,0,4,0,4,8,4,0,4,4
2682,"Orwell, George",1984,4366,Byron,person,4,0,0,4,0,4,8,4,0,4,4
2863,"Bradbury, Ray",Fahrenheit 451,4796,Guy,person,0,0,5,0,5,5,5,0,0,0,0
2868,"Bradbury, Ray",Fahrenheit 451,4801,Mildred Montag,person,0,0,0,0,2,0,2,0,0,2,2
2872,"Bradbury, Ray",Fahrenheit 451,4805,Guy,person,0,3,0,0,0,0,0,0,0,0,0
2883,"Bradbury, Ray",Fahrenheit 451,4815,Guy,person,0,0,0,0,10,5,10,0,0,10,5
2885,"Bradbury, Ray",Fahrenheit 451,4815,Willie,person,0,0,0,0,10,5,10,0,0,10,5
2888,"Bradbury, Ray",Fahrenheit 451,4818,Guy,person,3,3,3,0,3,0,3,0,3,3,3
2892,"Bradbury, Ray",Fahrenheit 451,4819,Guy,person,0,0,0,0,6,6,12,0,0,6,6
2905,"Bradbury, Ray",Fahrenheit 451,4836,Guy,person,0,4,0,0,0,0,0,0,0,0,0
2919,"Bradbury, Ray",Fahrenheit 451,4849,Guy,person,0,0,0,0,0,3,0,3,3,0,-3
2924,"Bradbury, Ray",Fahrenheit 451,4851,Faber,person,3,3,3,3,0,3,0,3,0,0,-3
2927,"Bradbury, Ray",Fahrenheit 451,4861,Beatty,person,2,0,2,2,2,6,0,2,0,0,-6
2935,"Bradbury, Ray",Fahrenheit 451,4878,Don,person,0,0,1,0,0,1,0,0,0,0,-1
2941,"Bradbury, Ray",Fahrenheit 451,4893,Guy,person,0,0,0,0,0,4,0,0,0,0,-4
2945,"Bradbury, Ray",Fahrenheit 451,4895,Louis,person,0,0,0,0,0,0,3,0,0,3,3
2946,"Bradbury, Ray",Fahrenheit 451,4895,Aunt Maude,person,0,0,0,0,0,0,3,0,0,3,3
2948,"Bradbury, Ray",Fahrenheit 451,4898,Guy,person,0,0,0,3,0,6,0,0,0,0,-6
2956,"Bradbury, Ray",Fahrenheit 451,4915,Mildred Montag,person,0,0,0,0,0,2,2,2,0,2,0
2961,"Bradbury, Ray",Fahrenheit 451,4920,Guy,person,0,0,0,3,0,6,0,0,0,0,-6
2964,"Bradbury, Ray",Fahrenheit 451,4921,Guy,person,3,6,3,3,0,6,0,3,0,0,-6
2974,"Bradbury, Ray",Fahrenheit 451,4940,Mrs Black,person,6,24,12,6,18,18,24,12,18,12,6
2979,"Bradbury, Ray",Fahrenheit 451,4940,Faber,person,6,24,12,6,18,18,24,12,18,12,6
2993,"Bradbury, Ray",Fahrenheit 451,4958,Mildred Montag,person,0,0,0,0,0,2,0,2,0,0,-2
2996,"Bradbury, Ray",Fahrenheit 451,4964,Beatty,person,0,0,0,1,0,1,0,1,0,0,-1
2998,"Bradbury, Ray",Fahrenheit 451,4970,Guy,person,0,0,0,0,0,4,4,4,0,4,0
3002,"Bradbury, Ray",Fahrenheit 451,4971,Guy,person,0,0,0,3,3,0,3,3,0,0,3
3015,"Bradbury, Ray",Fahrenheit 451,4989,Beatty,person,0,0,0,1,0,1,0,1,0,0,-1
3020,"Bradbury, Ray",Fahrenheit 451,4994,Guy,person,0,5,0,5,0,10,0,0,0,0,-10
3025,"Bradbury, Ray",Fahrenheit 451,4997,Guy,person,0,8,0,0,4,4,8,0,0,4,4
3029,"Bradbury, Ray",Fahrenheit 451,4998,Guy,person,4,32,4,8,16,4,28,4,8,20,24
3032,"Bradbury, Ray",Fahrenheit 451,5001,Clarisse,person,1,0,1,1,0,1,1,2,0,0,0
3034,"Bradbury, Ray",Fahrenheit 451,5003,Guy,person,0,0,0,0,0,4,0,0,0,0,-4
3036,"Bradbury, Ray",Fahrenheit 451,5003,Faber,person,0,0,0,0,0,4,0,0,0,0,-4
3043,"Bradbury, Ray",Fahrenheit 451,5025,Guy,person,4,0,0,4,0,4,4,0,0,0,0
3049,"Bradbury, Ray",Fahrenheit 451,5037,Guy,person,0,0,3,0,0,3,0,0,0,0,-3
3056,"Bradbury, Ray",Fahrenheit 451,5046,Mrs Phelps,person,4,4,8,0,4,8,8,0,4,8,0
3057,"Bradbury, Ray",Fahrenheit 451,5051,Beatty,person,0,0,0,0,0,5,0,5,0,0,-5
3059,"Bradbury, Ray",Fahrenheit 451,5051,Guy,person,0,0,0,0,0,5,0,5,0,0,-5
3065,"Bradbury, Ray",Fahrenheit 451,5057,Clarisse,person,0,0,0,0,1,1,1,0,0,1,0
3077,"Bradbury, Ray",Fahrenheit 451,5086,Clarisse,person,0,15,0,3,9,9,12,0,6,15,3
3084,"Bradbury, Ray",Fahrenheit 451,5092,Beatty,person,0,0,0,0,0,0,0,0,0,1,0
3091,"Bradbury, Ray",Fahrenheit 451,5100,Guy,person,3,3,0,0,3,3,3,0,0,3,0
3095,"Bradbury, Ray",Fahrenheit 451,5112,Faber,person,0,0,0,0,0,2,0,2,0,0,-2
3099,"Bradbury, Ray",Fahrenheit 451,5115,Guy,person,4,12,4,12,4,12,20,0,4,4,8
3106,"Bradbury, Ray",Fahrenheit 451,5130,Mildred Montag,person,1,0,1,1,0,1,0,1,0,0,-1
3109,"Bradbury, Ray",Fahrenheit 451,5143,Guy,person,6,3,6,9,3,18,3,6,9,6,-15
3113,"Bradbury, Ray",Fahrenheit 451,5153,Guy,person,0,0,3,0,0,3,0,0,0,0,-3
3118,"Bradbury, Ray",Fahrenheit 451,5159,Clarisse,person,3,6,0,0,0,3,0,0,0,0,-3
3121,"Bradbury, Ray",Fahrenheit 451,5162,Mildred Montag,person,0,1,0,0,0,1,0,0,0,0,-1
3123,"Bradbury, Ray",Fahrenheit 451,5165,Guy,person,0,3,0,0,0,0,0,0,0,0,0
3128,"Bradbury, Ray",Fahrenheit 451,5168,Guy,person,0,0,0,0,0,5,0,0,0,0,-5
3131,"Bradbury, Ray",Fahrenheit 451,5168,Faber,person,0,0,0,0,0,5,0,0,0,0,-5
3136,"Bradbury, Ray",Fahrenheit 451,5172,Guy,person,0,5,0,0,0,10,0,0,0,0,-10
3148,"Bradbury, Ray",Fahrenheit 451,5208,Don,person,0,0,0,0,1,0,2,1,0,0,2
3150,"Bradbury, Ray",Fahrenheit 451,5215,Beatty,person,0,0,0,2,0,2,0,2,0,0,-2
3156,"Bradbury, Ray",Fahrenheit 451,5223,Guy,person,0,0,0,0,0,0,3,0,0,0,3
3162,"Bradbury, Ray",Fahrenheit 451,5231,Mildred Montag,person,0,0,0,0,0,0,0,0,2,0,0
3167,"Bradbury, Ray",Fahrenheit 451,5234,Beatty,person,0,0,0,0,0,0,1,0,0,0,1
3174,"Bradbury, Ray",Fahrenheit 451,5259,Guy,person,0,0,0,3,0,0,0,12,0,0,0
3177,"Bradbury, Ray",Fahrenheit 451,5260,Mrs Phelps,person,2,0,2,2,0,2,0,2,0,0,-2
3187,"Bradbury, Ray",Fahrenheit 451,5284,Beatty,person,1,1,0,2,0,2,0,0,1,0,-2
3190,"Bradbury, Ray",Fahrenheit 451,5292,Beatty,person,0,2,0,1,0,2,1,1,0,0,-1
3193,"Bradbury, Ray",Fahrenheit 451,5297,Guy,person,4,4,4,0,0,4,4,0,0,4,0
3204,"Bradbury, Ray",Fahrenheit 451,5313,Faber,person,0,0,0,2,0,2,0,2,0,0,-2
3213,"Bradbury, Ray",Fahrenheit 451,5337,Guy,person,3,0,0,0,0,0,0,0,0,0,0
3220,"Bradbury, Ray",Fahrenheit 451,5354,Guy,person,0,0,0,0,0,0,3,0,0,3,3
3233,"Bradbury, Ray",Fahrenheit 451,5391,Guy,person,0,3,0,0,0,0,0,0,0,0,0
3246,"Bradbury, Ray",Fahrenheit 451,5405,Guy,person,0,0,0,0,0,4,4,4,4,0,0
3248,"Bradbury, Ray",Fahrenheit 451,5405,Faber,person,0,0,0,0,0,4,4,4,4,0,0
3252,"Bradbury, Ray",Fahrenheit 451,5410,Guy,person,0,0,0,10,0,0,0,0,0,0,0
3254,"Bradbury, Ray",Fahrenheit 451,5410,Faber,person,0,0,0,10,0,0,0,0,0,0,0
3263,"Bradbury, Ray",Fahrenheit 451,5430,Guy,person,0,4,0,0,0,0,0,0,0,0,0
3275,"Bradbury, Ray",Fahrenheit 451,5456,Guy,person,0,0,0,10,0,10,0,5,5,0,-10
3287,"Bradbury, Ray",Fahrenheit 451,5477,Guy,person,0,0,0,0,0,3,0,0,0,0,-3
3294,"Bradbury, Ray",Fahrenheit 451,5497,Guy,person,3,0,0,0,0,0,3,0,0,0,3
3297,"Bradbury, Ray",Fahrenheit 451,5498,Whitman,person,0,0,0,0,0,4,0,4,0,0,-4
3298,"Bradbury, Ray",Fahrenheit 451,5498,Friday Faulkner,person,0,0,0,0,0,4,0,4,0,0,-4
3302,"Bradbury, Ray",Fahrenheit 451,5511,Guy,person,0,0,0,0,0,0,5,0,0,5,5
3306,"Bradbury, Ray",Fahrenheit 451,5518,Beatty,person,0,0,0,0,0,6,3,0,0,0,-3
3307,"Bradbury, Ray",Fahrenheit 451,5518,Captain Beatty,person,0,0,0,0,0,6,3,0,0,0,-3
3311,"Bradbury, Ray",Fahrenheit 451,5520,Guy,person,0,5,0,0,0,0,10,0,0,0,10
3315,"Bradbury, Ray",Fahrenheit 451,5522,Noble,person,0,0,0,0,0,0,4,0,0,4,4
3321,"Bradbury, Ray",Fahrenheit 451,5534,Guy,person,0,0,6,0,0,6,0,0,0,0,-6
3336,"Bradbury, Ray",Fahrenheit 451,5569,Beatty,person,0,3,0,0,0,0,3,0,0,0,3
3337,"Bradbury, Ray",Fahrenheit 451,5569,Captain Beatty,person,0,3,0,0,0,0,3,0,0,0,3
3348,"Bradbury, Ray",Fahrenheit 451,5587,Beatty,person,0,0,3,0,0,3,6,0,0,3,3
3349,"Bradbury, Ray",Fahrenheit 451,5587,Captain Beatty,person,0,0,3,0,0,3,6,0,0,3,3
3351,"Bradbury, Ray",Fahrenheit 451,5591,Beatty,person,0,0,0,0,0,0,1,0,0,0,1
3356,"Bradbury, Ray",Fahrenheit 451,5596,Mildred Montag,person,0,0,0,0,0,0,1,0,0,1,1
3365,"Bradbury, Ray",Fahrenheit 451,5604,Guy,person,0,6,0,3,3,3,3,3,0,0,0
3371,"Bradbury, Ray",Fahrenheit 451,5616,Beatty,person,0,0,1,0,0,1,0,1,0,0,-1
3374,"Bradbury, Ray",Fahrenheit 451,5626,Beatty,person,3,6,0,0,6,3,6,0,3,3,3
3377,"Bradbury, Ray",Fahrenheit 451,5629,Beatty,person,0,0,0,0,0,0,3,0,0,0,3
3378,"Bradbury, Ray",Fahrenheit 451,5629,Captain Beatty,person,0,0,0,0,0,0,3,0,0,0,3
3380,"Bradbury, Ray",Fahrenheit 451,5631,Guy,person,0,5,0,0,5,0,10,0,0,0,10
3383,"Bradbury, Ray",Fahrenheit 451,5631,Helen,person,0,5,0,0,5,0,10,0,0,0,10
3386,"Bradbury, Ray",Fahrenheit 451,5634,Guy,person,0,6,3,0,3,0,3,0,3,3,3
3388,"Bradbury, Ray",Fahrenheit 451,5638,Beatty,person,0,0,0,0,0,0,3,0,0,0,3
3389,"Bradbury, Ray",Fahrenheit 451,5638,Captain Beatty,person,0,0,0,0,0,0,3,0,0,0,3
3393,"Bradbury, Ray",Fahrenheit 451,5639,Guy,person,10,5,5,15,5,25,5,15,5,5,-20
3397,"Bradbury, Ray",Fahrenheit 451,5640,Guy,person,4,0,4,0,8,4,8,0,0,8,4
3403,"Bradbury, Ray",Fahrenheit 451,5644,Guy,person,0,6,0,6,6,3,6,0,3,6,3
3406,"Bradbury, Ray",Fahrenheit 451,5646,Guy,person,0,3,0,0,3,6,6,0,0,0,0
3411,"Bradbury, Ray",Fahrenheit 451,5648,Guy,person,0,0,0,7,0,7,0,0,0,0,-7
3419,"Bradbury, Ray",Fahrenheit 451,5670,Granger,person,0,0,2,0,0,2,0,0,0,0,-2
3421,"Bradbury, Ray",Fahrenheit 451,5673,Faber,person,0,0,0,0,0,0,2,0,0,0,2
3423,"Bradbury, Ray",Fahrenheit 451,5674,Guy,person,0,0,0,0,0,3,0,0,0,0,-3
3426,"Bradbury, Ray",Fahrenheit 451,5676,Guy,person,0,0,0,0,0,0,3,0,0,3,3
