,author,title,sentence_nr,entity,kind,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
201,"Orwell, George",1984,348,Ingsoc,person,0,0,0,0,0,0,6,0,0,3,6
206,"Orwell, George",1984,351,Winston,person,1,1,1,1,0,2,2,2,0,1,0
207,"Orwell, George",1984,353,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
213,"Orwell, George",1984,361,O'Brien,person,1,0,1,2,1,2,1,2,0,1,-1
223,"Orwell, George",1984,374,Winston,person,0,2,0,0,0,2,0,0,0,0,-2
230,"Orwell, George",1984,382,Goldstein,person,0,0,0,0,0,4,4,0,0,4,0
231,"Orwell, George",1984,382,Big Brother,person,0,0,0,0,0,4,4,0,0,4,0
234,"Orwell, George",1984,383,Big Brother,person,0,0,0,1,0,1,1,0,0,1,0
236,"Orwell, George",1984,387,O'Brien,person,0,0,0,0,0,0,3,0,0,3,3
238,"Orwell, George",1984,387,Big Brother,person,0,0,0,0,0,0,3,0,0,3,3
243,"Orwell, George",1984,394,Julia,person,2,4,0,0,2,2,2,0,2,2,0
245,"Orwell, George",1984,395,Winston,person,2,2,2,2,0,6,0,4,4,0,-6
247,"Orwell, George",1984,396,Winston,person,3,0,0,3,0,3,0,0,0,0,-3
252,"Orwell, George",1984,402,Goldstein,person,2,0,2,2,0,2,2,0,0,2,0
263,"Orwell, George",1984,429,Winston,person,3,0,3,3,0,3,0,3,0,0,-3
266,"Orwell, George",1984,432,Winston,person,2,0,2,2,0,2,2,2,0,0,0
270,"Orwell, George",1984,439,Big Brother,person,2,0,0,2,0,6,2,0,0,2,-4
272,"Orwell, George",1984,441,O'Brien,person,3,0,1,2,0,2,0,1,1,0,-2
278,"Orwell, George",1984,459,Goldstein,person,0,0,0,0,0,3,0,0,0,0,-3
284,"Orwell, George",1984,471,O'Brien,person,0,0,0,1,0,1,0,0,1,0,-1
285,"Orwell, George",1984,479,Winston,person,0,0,0,0,0,0,1,0,0,0,1
314,"Orwell, George",1984,532,Winston,person,0,1,1,0,1,2,1,0,0,1,-1
321,"Orwell, George",1984,554,Ingsoc,person,3,3,0,3,0,3,6,0,0,6,3
324,"Orwell, George",1984,557,Julia,person,0,0,0,0,0,2,2,0,0,0,0
326,"Orwell, George",1984,561,O'Brien,person,1,1,1,1,1,1,1,0,0,1,0
330,"Orwell, George",1984,568,Winston,person,0,0,0,1,1,1,2,1,0,1,1
333,"Orwell, George",1984,570,Winston,person,2,2,2,2,2,2,4,2,2,4,2
339,"Orwell, George",1984,585,O'Brien,person,0,4,0,0,2,0,2,0,2,2,2
345,"Orwell, George",1984,589,Parsons,person,0,2,0,0,0,2,2,0,0,0,0
348,"Orwell, George",1984,592,Charrington,person,1,1,0,1,0,1,1,1,0,0,0
353,"Orwell, George",1984,607,Big Brother,person,0,2,0,2,2,2,2,0,0,2,0
359,"Orwell, George",1984,623,Winston,person,1,3,1,3,1,4,3,3,0,1,-1
361,"Orwell, George",1984,626,Winston,person,1,0,1,2,0,2,1,1,0,0,-1
371,"Orwell, George",1984,644,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
375,"Orwell, George",1984,656,Big Brother,person,0,0,0,0,0,0,2,0,0,0,2
381,"Orwell, George",1984,668,Syme,person,1,1,0,0,0,2,0,1,0,0,-2
384,"Orwell, George",1984,674,O'Brien,person,0,0,0,0,3,0,3,0,0,0,3
392,"Orwell, George",1984,682,Goldstein,person,6,12,3,6,3,6,9,3,3,12,3
393,"Orwell, George",1984,682,Big Brother,person,6,12,3,6,3,6,9,3,3,12,3
408,"Orwell, George",1984,703,O'Brien,person,0,0,0,0,0,1,1,0,0,0,0
409,"Orwell, George",1984,704,Big Brother,person,0,0,0,0,0,0,2,0,0,1,2
410,"Orwell, George",1984,706,Winston,person,0,2,0,2,1,2,3,0,0,1,1
420,"Orwell, George",1984,717,Ingsoc,person,0,0,0,0,0,0,2,0,0,4,2
423,"Orwell, George",1984,720,O'Brien,person,2,2,2,2,2,2,2,2,2,0,0
427,"Orwell, George",1984,733,Winston,person,8,4,8,12,8,20,12,8,0,12,-8
440,"Orwell, George",1984,751,O'Brien,person,0,1,0,0,1,0,1,0,0,1,1
442,"Orwell, George",1984,756,Winston,person,1,1,1,1,0,2,1,0,0,0,-1
443,"Orwell, George",1984,760,O'Brien,person,1,0,1,0,0,1,0,0,0,0,-1
444,"Orwell, George",1984,761,Winston,person,0,0,0,0,1,0,2,0,0,1,2
445,"Orwell, George",1984,763,O'Brien,person,0,0,0,0,0,0,2,0,0,4,2
447,"Orwell, George",1984,771,O'Brien,person,0,0,0,2,0,2,0,2,0,0,-2
449,"Orwell, George",1984,772,Charrington,person,0,0,0,0,0,0,0,0,0,2,0
455,"Orwell, George",1984,776,Winston,person,0,0,0,0,0,0,1,0,0,0,1
462,"Orwell, George",1984,780,Winston,person,0,0,0,0,0,4,0,0,0,0,-4
468,"Orwell, George",1984,788,Winston,person,3,0,3,3,0,3,3,3,0,0,0
470,"Orwell, George",1984,788,Ruth,person,3,0,3,3,0,3,3,3,0,0,0
471,"Orwell, George",1984,789,Winston,person,2,0,2,2,0,4,0,2,0,0,-4
480,"Orwell, George",1984,805,O'Brien,person,0,2,0,2,2,0,2,0,2,0,2
482,"Orwell, George",1984,806,Ingsoc,person,3,0,0,3,0,3,0,3,0,0,-3
485,"Orwell, George",1984,807,Martin,person,0,0,0,0,0,0,3,0,0,3,3
496,"Orwell, George",1984,826,Julia,person,0,0,0,3,0,9,9,9,0,6,0
501,"Orwell, George",1984,831,Winston,person,1,1,1,1,2,2,3,1,1,3,1
505,"Orwell, George",1984,836,Winston,person,0,0,0,0,0,0,0,0,0,2,0
511,"Orwell, George",1984,840,Winston,person,0,0,0,0,0,0,2,0,0,0,2
512,"Orwell, George",1984,840,Parsons,person,0,0,0,0,0,0,2,0,0,0,2
525,"Orwell, George",1984,862,Winston,person,2,1,0,2,0,3,0,2,0,0,-3
526,"Orwell, George",1984,863,Winston,person,0,3,0,0,0,3,3,0,0,0,0
533,"Orwell, George",1984,868,O'Brien,person,0,0,0,0,0,0,2,0,0,0,2
537,"Orwell, George",1984,870,Winston,person,3,0,3,0,0,6,0,0,0,3,-6
538,"Orwell, George",1984,870,Parsons,person,3,0,3,0,0,6,0,0,0,3,-6
543,"Orwell, George",1984,879,Goldstein,person,3,0,3,3,0,3,3,3,0,3,0
546,"Orwell, George",1984,880,Ingsoc,person,6,6,6,12,0,12,9,6,3,9,-3
548,"Orwell, George",1984,880,Big Brother,person,6,6,6,12,0,12,9,6,3,9,-3
551,"Orwell, George",1984,884,Big Brother,person,0,0,0,0,4,0,6,0,0,2,6
552,"Orwell, George",1984,888,Winston,person,0,3,0,0,3,0,3,0,0,3,3
553,"Orwell, George",1984,888,O'Brien,person,0,3,0,0,3,0,3,0,0,3,3
558,"Orwell, George",1984,895,Ingsoc,person,2,0,2,4,0,6,8,2,2,6,2
560,"Orwell, George",1984,896,O'Brien,person,0,0,0,1,1,0,1,0,1,0,1
561,"Orwell, George",1984,897,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
564,"Orwell, George",1984,899,Parsons,person,4,4,0,4,8,8,12,4,4,4,4
568,"Orwell, George",1984,901,Winston,person,0,1,0,0,0,0,2,0,1,1,2
577,"Orwell, George",1984,916,Ruth,person,2,2,0,4,2,4,4,2,0,2,0
585,"Orwell, George",1984,929,Winston,person,0,1,0,0,0,1,3,0,0,2,2
587,"Orwell, George",1984,933,Winston,person,2,0,0,2,0,0,2,0,0,2,2
594,"Orwell, George",1984,940,Big Brother,person,18,12,15,21,3,21,12,12,12,6,-9
602,"Orwell, George",1984,953,O'Brien,person,2,4,0,0,2,2,4,0,0,4,2
605,"Orwell, George",1984,957,Winston,person,2,0,2,2,0,2,0,2,0,0,-2
612,"Orwell, George",1984,973,Martin,person,0,2,0,0,4,0,4,0,2,2,4
616,"Orwell, George",1984,981,Winston,person,0,1,0,0,1,0,1,0,0,2,1
626,"Orwell, George",1984,998,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
631,"Orwell, George",1984,1009,Winston,person,0,2,0,0,1,0,1,0,0,1,1
638,"Orwell, George",1984,1022,Winston,person,2,4,0,2,2,2,2,2,4,0,0
641,"Orwell, George",1984,1025,O'Brien,person,1,1,0,0,0,1,0,0,0,0,-1
653,"Orwell, George",1984,1047,O'Brien,person,0,0,0,0,1,0,1,0,0,0,1
663,"Orwell, George",1984,1075,Winston,person,0,0,0,0,0,0,2,0,0,0,2
669,"Orwell, George",1984,1081,Big Brother,person,2,2,0,0,0,2,4,0,0,4,2
671,"Orwell, George",1984,1085,Winston,person,1,0,0,1,0,1,0,0,1,0,-1
672,"Orwell, George",1984,1087,Winston,person,0,1,0,1,1,0,1,0,1,1,1
673,"Orwell, George",1984,1088,Goldstein,person,3,0,3,3,0,3,3,3,0,3,0
676,"Orwell, George",1984,1089,Winston,person,0,0,0,0,0,0,2,0,0,2,2
677,"Orwell, George",1984,1089,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
689,"Orwell, George",1984,1117,O'Brien,person,0,0,0,0,0,0,1,0,0,1,1
706,"Orwell, George",1984,1132,Winston,person,0,0,0,2,0,2,0,2,0,0,-2
716,"Orwell, George",1984,1166,Winston,person,2,2,1,1,2,1,2,1,2,2,1
722,"Orwell, George",1984,1182,Winston,person,0,4,0,2,0,2,0,0,0,0,-2
725,"Orwell, George",1984,1189,Syme,person,0,0,0,0,0,1,0,1,0,0,-1
729,"Orwell, George",1984,1194,Winston,person,0,1,0,0,0,0,1,0,0,0,1
734,"Orwell, George",1984,1203,Winston,person,0,1,0,0,0,0,0,0,0,0,0
754,"Orwell, George",1984,1250,Winston,person,0,0,0,0,2,0,2,0,2,2,2
755,"Orwell, George",1984,1250,O'Brien,person,0,0,0,0,2,0,2,0,2,2,2
757,"Orwell, George",1984,1256,Winston,person,1,0,1,0,0,1,0,1,0,0,-1
758,"Orwell, George",1984,1258,Julia,person,0,0,0,2,2,0,2,0,2,0,2
782,"Orwell, George",1984,1287,Big Brother,person,0,0,0,0,0,1,1,0,0,1,0
784,"Orwell, George",1984,1290,Winston,person,0,2,0,0,0,2,0,2,0,0,-2
804,"Orwell, George",1984,1337,Winston,person,0,0,0,1,0,1,0,0,0,0,-1
816,"Orwell, George",1984,1357,Big Brother,person,0,3,0,0,0,0,3,0,0,0,3
818,"Orwell, George",1984,1364,Winston,person,0,1,0,0,2,0,2,0,1,2,2
819,"Orwell, George",1984,1367,O'Brien,person,0,0,0,1,0,1,0,0,0,0,-1
823,"Orwell, George",1984,1380,O'Brien,person,3,0,3,0,0,3,0,0,0,0,-3
837,"Orwell, George",1984,1395,Winston,person,3,6,3,3,3,3,3,3,3,3,0
859,"Orwell, George",1984,1429,Winston,person,0,6,0,0,0,0,0,0,0,0,0
862,"Orwell, George",1984,1430,Winston,person,0,0,0,0,0,1,0,0,0,2,-1
864,"Orwell, George",1984,1434,Charrington,person,0,4,0,0,4,8,8,8,0,8,0
865,"Orwell, George",1984,1434,Charringtons,person,0,4,0,0,4,8,8,8,0,8,0
866,"Orwell, George",1984,1434,O'Brien,person,0,4,0,0,4,8,8,8,0,8,0
877,"Orwell, George",1984,1445,"Oliver
Cromwell",person,0,0,0,0,0,0,2,0,0,0,2
885,"Orwell, George",1984,1461,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
890,"Orwell, George",1984,1468,Syme,person,0,0,0,0,0,0,2,0,0,0,2
898,"Orwell, George",1984,1482,O'Brien,person,0,0,0,1,0,1,0,1,0,0,-1
900,"Orwell, George",1984,1489,Winston,person,0,0,0,0,0,0,0,2,0,0,0
910,"Orwell, George",1984,1508,Winston,person,0,4,0,0,0,0,0,0,0,0,0
911,"Orwell, George",1984,1508,O'Brien,person,0,4,0,0,0,0,0,0,0,0,0
928,"Orwell, George",1984,1565,Winston,person,0,0,0,0,0,0,2,0,0,0,2
929,"Orwell, George",1984,1565,Big Brother,person,0,0,0,0,0,0,2,0,0,0,2
931,"Orwell, George",1984,1573,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
939,"Orwell, George",1984,1582,Winston,person,1,0,0,1,0,2,0,0,0,0,-2
954,"Orwell, George",1984,1607,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
955,"Orwell, George",1984,1609,Parsons,person,0,0,2,0,0,2,0,0,0,0,-2
959,"Orwell, George",1984,1625,Julia,person,0,0,0,0,0,0,4,0,0,0,4
963,"Orwell, George",1984,1626,Winston,person,6,3,6,6,0,6,0,6,0,0,-6
964,"Orwell, George",1984,1626,O'Brien,person,6,3,6,6,0,6,0,6,0,0,-6
966,"Orwell, George",1984,1627,Winston,person,0,0,0,0,0,1,1,1,0,0,0
967,"Orwell, George",1984,1628,Syme,person,0,0,3,0,0,3,3,0,0,3,0
978,"Orwell, George",1984,1644,Winston,person,0,0,0,0,1,0,1,0,0,0,1
979,"Orwell, George",1984,1645,Julia,person,0,3,3,0,3,0,3,0,3,6,3
984,"Orwell, George",1984,1648,Winston,person,0,0,0,0,0,1,3,0,0,1,2
1000,"Orwell, George",1984,1664,Winston,person,3,1,2,3,2,4,3,3,4,3,-1
1001,"Orwell, George",1984,1665,O'Brien,person,0,0,0,0,0,0,0,0,1,0,0
1002,"Orwell, George",1984,1666,Julia,person,0,15,0,0,15,5,15,5,10,15,10
1003,"Orwell, George",1984,1666,O'Brien,person,0,15,0,0,15,5,15,5,10,15,10
1008,"Orwell, George",1984,1671,Winston,person,2,1,3,2,1,3,1,1,1,1,-2
1011,"Orwell, George",1984,1680,Winston,person,2,0,1,2,0,2,0,1,0,0,-2
1019,"Orwell, George",1984,1688,Big Brother,person,0,0,3,0,0,3,0,0,0,0,-3
1043,"Orwell, George",1984,1720,Winston,person,2,0,2,2,0,4,0,2,0,0,-4
1063,"Orwell, George",1984,1772,Winston,person,2,4,2,0,2,0,4,0,2,2,4
1065,"Orwell, George",1984,1773,Winston,person,0,0,0,0,0,0,2,0,0,2,2
1066,"Orwell, George",1984,1773,O'Brien,person,0,0,0,0,0,0,2,0,0,2,2
1071,"Orwell, George",1984,1793,Martin,person,0,2,0,0,2,0,2,0,0,2,2
1077,"Orwell, George",1984,1808,Parsons,person,1,0,1,1,0,1,1,1,0,1,0
1079,"Orwell, George",1984,1809,Howe,person,0,0,0,0,0,2,2,0,0,0,0
1080,"Orwell, George",1984,1810,Winston,person,0,2,0,2,2,0,2,0,0,2,2
1082,"Orwell, George",1984,1814,Winston,person,0,1,0,0,2,0,2,0,1,2,2
1083,"Orwell, George",1984,1819,Winston,person,3,9,0,3,6,0,12,0,3,9,12
1086,"Orwell, George",1984,1820,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1087,"Orwell, George",1984,1820,O'Brien,person,0,0,0,0,0,0,2,0,0,0,2
1088,"Orwell, George",1984,1825,Winston,person,0,0,4,0,2,6,2,0,0,2,-4
1089,"Orwell, George",1984,1825,Parsons,person,0,0,4,0,2,6,2,0,0,2,-4
1092,"Orwell, George",1984,1830,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
1106,"Orwell, George",1984,1866,Winston,person,0,3,0,3,3,3,3,3,3,3,0
1107,"Orwell, George",1984,1866,Julia,person,0,3,0,3,3,3,3,3,3,3,0
1109,"Orwell, George",1984,1867,Winston,person,0,2,0,0,0,0,0,0,0,0,0
1115,"Orwell, George",1984,1870,Winston,person,0,1,1,1,0,1,0,0,0,0,-1
1124,"Orwell, George",1984,1889,Goldstein,person,3,0,3,3,0,3,0,3,0,0,-3
1127,"Orwell, George",1984,1894,Winston,person,0,1,0,0,1,0,1,0,0,1,1
1140,"Orwell, George",1984,1935,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
1145,"Orwell, George",1984,1947,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1149,"Orwell, George",1984,1956,Charrington,person,0,2,0,0,2,2,2,0,0,0,0
1150,"Orwell, George",1984,1956,Charringtons,person,0,2,0,0,2,2,2,0,0,0,0
1155,"Orwell, George",1984,1967,Winston,person,0,2,0,2,2,2,4,2,2,0,2
1157,"Orwell, George",1984,1968,Winston,person,0,0,0,0,4,0,4,0,0,4,4
1162,"Orwell, George",1984,1970,Winston,person,0,2,0,0,0,0,2,0,0,2,2
1163,"Orwell, George",1984,1970,Syme,person,0,2,0,0,0,0,2,0,0,2,2
1168,"Orwell, George",1984,1977,Winston,person,0,0,0,0,0,4,0,4,0,4,-4
1169,"Orwell, George",1984,1977,Julia,person,0,0,0,0,0,4,0,4,0,4,-4
1172,"Orwell, George",1984,1978,Winston,person,0,0,0,1,0,1,0,1,0,0,-1
1175,"Orwell, George",1984,1982,Winston,person,0,0,0,0,0,4,0,0,0,4,-4
1176,"Orwell, George",1984,1982,Julia,person,0,0,0,0,0,4,0,0,0,4,-4
1192,"Orwell, George",1984,2001,Winston,person,0,1,0,0,0,0,0,0,0,0,0
1196,"Orwell, George",1984,2008,Julia,person,4,2,4,6,0,8,0,6,0,0,-8
1202,"Orwell, George",1984,2017,Winston,person,0,0,0,0,0,0,3,0,0,0,3
1204,"Orwell, George",1984,2021,Martin,person,0,4,0,2,4,2,6,2,0,4,4
1206,"Orwell, George",1984,2026,O'Brien,person,1,1,1,1,3,1,4,1,1,5,3
1207,"Orwell, George",1984,2032,Winston,person,0,0,0,1,0,2,0,1,0,0,-2
1208,"Orwell, George",1984,2035,Charrington,person,0,2,0,0,0,0,2,0,2,2,2
1217,"Orwell, George",1984,2046,Syme,person,2,2,0,0,2,4,8,4,0,6,4
1222,"Orwell, George",1984,2057,Ampleforth,person,0,1,0,0,1,0,1,0,0,1,1
1223,"Orwell, George",1984,2060,O'Brien,person,0,0,0,0,3,0,3,0,0,3,3
1226,"Orwell, George",1984,2062,Winston,person,1,1,0,1,0,1,1,1,1,0,0
1230,"Orwell, George",1984,2074,Winston,person,0,0,0,1,0,0,0,0,0,0,0
1235,"Orwell, George",1984,2085,Julia,person,0,0,0,0,0,3,0,0,0,0,-3
1239,"Orwell, George",1984,2091,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1243,"Orwell, George",1984,2096,Parsons,person,0,1,0,0,1,0,1,0,0,1,1
1247,"Orwell, George",1984,2105,Winston,person,0,0,0,0,2,0,2,0,0,0,2
1248,"Orwell, George",1984,2105,Don,person,0,0,0,0,2,0,2,0,0,0,2
1250,"Orwell, George",1984,2107,O'Brien,person,3,0,0,3,0,3,0,3,0,0,-3
1253,"Orwell, George",1984,2108,Winston,person,0,2,4,0,0,6,0,2,0,0,-6
1259,"Orwell, George",1984,2114,Winston,person,0,2,0,0,0,0,0,0,0,0,0
1269,"Orwell, George",1984,2126,Winston,person,2,0,0,2,0,2,0,2,0,2,-2
1270,"Orwell, George",1984,2126,O'Brien,person,2,0,0,2,0,2,0,2,0,2,-2
1271,"Orwell, George",1984,2130,Syme,person,3,3,3,3,3,3,3,3,3,3,0
1274,"Orwell, George",1984,2132,Julia,person,5,0,10,0,0,10,0,0,0,0,-10
1285,"Orwell, George",1984,2144,Winston,person,0,0,0,1,0,1,1,1,0,0,0
1293,"Orwell, George",1984,2158,O'Brien,person,0,0,0,1,1,0,1,0,0,1,1
1307,"Orwell, George",1984,2179,Winston,person,0,1,0,0,0,2,0,1,1,0,-2
1308,"Orwell, George",1984,2182,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
1309,"Orwell, George",1984,2187,Comrade Ogilvy,person,1,1,0,0,1,1,2,0,2,2,1
1324,"Orwell, George",1984,2207,Winston,person,3,1,2,3,0,3,2,1,0,1,-1
1337,"Orwell, George",1984,2224,Big Brother,person,0,2,0,0,2,0,2,0,2,2,2
1338,"Orwell, George",1984,2227,Winston,person,0,1,0,0,1,0,1,0,1,1,1
1339,"Orwell, George",1984,2231,Winston,person,0,1,0,0,0,0,2,0,0,2,2
1345,"Orwell, George",1984,2245,Julia,person,0,2,0,0,0,0,0,0,0,0,0
1354,"Orwell, George",1984,2258,Winston,person,0,2,0,0,2,0,4,0,0,4,4
1355,"Orwell, George",1984,2258,Big Brother,person,0,2,0,0,2,0,4,0,0,4,4
1365,"Orwell, George",1984,2277,Ingsoc,person,0,3,3,0,0,6,3,0,0,0,-3
1368,"Orwell, George",1984,2278,O'Brien,person,0,3,3,0,3,6,3,0,0,3,-3
1372,"Orwell, George",1984,2280,Winston,person,4,0,0,2,0,4,0,4,0,2,-4
1377,"Orwell, George",1984,2288,Winston,person,0,2,0,0,2,0,4,0,0,2,4
1378,"Orwell, George",1984,2288,O'Brien,person,0,2,0,0,2,0,4,0,0,2,4
1394,"Orwell, George",1984,2314,Syme,person,0,0,0,0,0,2,0,0,0,0,-2
1397,"Orwell, George",1984,2321,Winston,person,0,2,0,2,4,0,4,0,0,4,4
1398,"Orwell, George",1984,2321,O'Brien,person,0,2,0,2,4,0,4,0,0,4,4
1402,"Orwell, George",1984,2328,Big Brother,person,2,2,0,2,0,2,8,2,2,6,6
1403,"Orwell, George",1984,2329,Goldstein,person,0,0,4,0,0,0,0,0,0,0,0
1411,"Orwell, George",1984,2337,Big Brother,person,2,4,2,2,2,2,6,2,2,6,4
1415,"Orwell, George",1984,2347,O'Brien,person,0,0,1,0,0,0,0,0,0,0,0
1420,"Orwell, George",1984,2356,Winston,person,6,0,0,0,0,8,4,0,0,2,-4
1424,"Orwell, George",1984,2370,Syme,person,0,2,0,0,1,2,2,0,1,0,0
1429,"Orwell, George",1984,2378,O'Brien,person,0,2,0,0,0,0,0,0,0,0,0
1433,"Orwell, George",1984,2384,O'Brien,person,2,1,2,3,0,3,0,3,1,0,-3
1434,"Orwell, George",1984,2385,O'Brien,person,0,1,0,0,1,0,2,0,1,1,2
1439,"Orwell, George",1984,2394,Big Brother,person,2,2,4,2,0,4,6,4,2,4,2
1445,"Orwell, George",1984,2401,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1451,"Orwell, George",1984,2411,Winston,person,4,0,2,2,2,4,2,2,0,2,-2
1453,"Orwell, George",1984,2413,Goldstein,person,0,0,0,2,0,2,0,2,0,0,-2
1455,"Orwell, George",1984,2414,Goldstein,person,10,4,6,10,4,12,6,2,2,6,-6
1463,"Orwell, George",1984,2428,Winston,person,0,0,0,0,0,0,4,0,0,0,4
1466,"Orwell, George",1984,2433,Julia,person,0,6,0,3,0,3,0,0,0,0,-3
1471,"Orwell, George",1984,2444,Winston,person,0,0,0,0,1,1,2,1,0,2,1
1472,"Orwell, George",1984,2447,Winston,person,0,0,1,0,0,2,0,0,0,0,-2
1474,"Orwell, George",1984,2450,O'Brien,person,0,0,0,2,0,2,0,0,0,2,-2
1485,"Orwell, George",1984,2465,Winston,person,0,0,0,1,0,1,0,0,0,1,-1
1488,"Orwell, George",1984,2484,Winston,person,2,0,2,2,0,2,0,2,0,0,-2
1500,"Orwell, George",1984,2498,O'Brien,person,1,1,2,1,2,3,2,2,0,2,-1
1504,"Orwell, George",1984,2502,Winston,person,0,0,0,0,0,0,4,0,0,2,4
1510,"Orwell, George",1984,2517,Winston,person,0,2,0,0,2,0,2,0,1,2,2
1520,"Orwell, George",1984,2530,Ingsoc,person,0,4,0,0,4,0,16,0,4,12,16
1522,"Orwell, George",1984,2530,Big Brother,person,0,4,0,0,4,0,16,0,4,12,16
1527,"Orwell, George",1984,2538,O'Brien,person,4,0,4,4,0,4,0,0,0,0,-4
1534,"Orwell, George",1984,2556,Winston,person,1,0,0,0,0,1,0,0,0,0,-1
1542,"Orwell, George",1984,2568,Goldstein,person,0,3,0,0,3,0,6,0,3,6,6
1545,"Orwell, George",1984,2569,Winston,person,0,6,0,0,3,3,9,0,3,6,6
1551,"Orwell, George",1984,2578,Winston,person,1,0,0,1,0,1,0,1,0,0,-1
1563,"Orwell, George",1984,2594,Winston,person,1,1,1,2,1,2,1,2,1,1,-1
1564,"Orwell, George",1984,2596,Winston,person,0,0,0,0,0,0,1,0,0,0,1
1565,"Orwell, George",1984,2598,O'Brien,person,0,0,0,0,0,0,3,0,0,3,3
1569,"Orwell, George",1984,2603,Winston,person,0,0,0,0,3,0,3,0,0,3,3
1570,"Orwell, George",1984,2603,O'Brien,person,0,0,0,0,3,0,3,0,0,3,3
1575,"Orwell, George",1984,2606,Nick,person,0,0,4,0,0,4,0,0,0,0,-4
1578,"Orwell, George",1984,2608,Winston,person,0,1,0,0,1,1,1,1,0,1,0
1583,"Orwell, George",1984,2614,Winston,person,0,2,0,0,0,0,4,0,0,0,4
1585,"Orwell, George",1984,2616,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
1607,"Orwell, George",1984,2650,Comrade Ogilvy,person,0,1,0,0,1,0,2,1,0,1,2
