,author,title,sentence_nr,entity,kind,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
1608,"Orwell, George",1984,2652,Winston,person,2,1,2,2,1,1,1,1,0,1,0
1619,"Orwell, George",1984,2674,O'Brien,person,0,0,0,0,0,0,0,3,0,0,0
1633,"Orwell, George",1984,2698,Winston,person,0,0,0,0,1,0,1,0,0,1,1
1634,"Orwell, George",1984,2699,Big Brother,person,0,0,0,0,0,0,1,0,0,1,1
1637,"Orwell, George",1984,2700,Comrade Ogilvy,person,0,0,0,3,3,0,9,0,0,6,9
1646,"Orwell, George",1984,2711,Winston,person,0,12,0,0,0,6,18,0,0,12,12
1647,"Orwell, George",1984,2711,Goldstein,person,0,12,0,0,0,6,18,0,0,12,12
1658,"Orwell, George",1984,2725,Winston,person,0,2,0,0,2,0,3,0,1,0,3
1659,"Orwell, George",1984,2727,Winston,person,4,8,4,8,20,12,32,4,0,32,20
1671,"Orwell, George",1984,2744,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1681,"Orwell, George",1984,2750,Winston,person,2,0,2,2,2,4,2,2,0,2,-2
1682,"Orwell, George",1984,2750,O'Brien,person,2,0,2,2,2,4,2,2,0,2,-2
1686,"Orwell, George",1984,2754,Charrington,person,0,0,0,0,0,0,0,1,0,0,0
1694,"Orwell, George",1984,2769,Winston,person,0,1,0,0,1,0,1,0,1,0,1
1700,"Orwell, George",1984,2777,Winston,person,0,3,0,0,0,0,0,0,0,0,0
1709,"Orwell, George",1984,2788,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1710,"Orwell, George",1984,2789,Winston,person,0,2,0,0,2,0,2,0,0,2,2
1716,"Orwell, George",1984,2793,INGSOC,person,4,0,0,0,0,8,8,0,0,0,0
1721,"Orwell, George",1984,2797,O'Brien,person,0,1,0,0,1,0,1,0,0,2,1
1741,"Orwell, George",1984,2828,Julia,person,0,0,0,0,0,2,0,2,0,0,-2
1748,"Orwell, George",1984,2838,Winston,person,0,0,0,0,0,0,2,0,0,0,2
1764,"Orwell, George",1984,2882,Winston,person,0,0,0,0,0,2,0,0,0,0,-2
1766,"Orwell, George",1984,2888,Winston,person,0,0,0,0,0,1,0,0,1,0,-1
1768,"Orwell, George",1984,2901,Winston,person,0,2,0,2,0,2,4,0,2,4,2
1769,"Orwell, George",1984,2901,Big Brother,person,0,2,0,2,0,2,4,0,2,4,2
1772,"Orwell, George",1984,2906,Winston,person,0,0,0,0,0,0,0,2,0,1,0
1787,"Orwell, George",1984,2925,Winston,person,0,0,0,0,2,1,3,0,1,2,2
1799,"Orwell, George",1984,2942,O'Brien,person,0,0,0,0,0,0,2,0,0,1,2
1803,"Orwell, George",1984,2950,Winston,person,1,0,1,1,1,1,1,0,1,1,0
1805,"Orwell, George",1984,2952,Winston,person,0,0,0,0,0,1,1,1,0,0,0
1823,"Orwell, George",1984,2975,Winston,person,0,0,0,0,0,0,1,0,0,0,1
1827,"Orwell, George",1984,2984,O'Brien,person,0,1,0,0,0,2,1,0,0,0,-1
1836,"Orwell, George",1984,2996,Winston,person,0,0,0,2,0,2,0,2,0,0,-2
1838,"Orwell, George",1984,2997,Don,person,0,2,0,0,2,0,2,0,0,2,2
1847,"Orwell, George",1984,3021,Big Brother,person,2,2,1,2,1,3,5,1,1,3,2
1856,"Orwell, George",1984,3029,Don,person,3,6,3,3,6,3,12,3,3,9,9
1859,"Orwell, George",1984,3034,Winston,person,0,0,0,0,0,0,1,0,0,0,1
1860,"Orwell, George",1984,3035,Winston,person,3,3,3,3,0,3,0,3,0,0,-3
1866,"Orwell, George",1984,3051,O'Brien,person,0,0,0,0,0,0,1,0,0,0,1
1872,"Orwell, George",1984,3063,O'Brien,person,4,0,2,2,0,4,2,0,0,0,-2
1876,"Orwell, George",1984,3064,Lord Mayors Banquet,person,0,6,3,0,3,6,9,0,0,3,3
1880,"Orwell, George",1984,3072,Ingsoc,person,0,0,4,4,0,0,4,0,0,4,4
1921,"Orwell, George",1984,3144,O'Brien,person,0,0,0,0,0,1,1,1,0,1,0
1934,"Orwell, George",1984,3172,Winston,person,1,1,0,1,0,1,1,0,0,1,0
1938,"Orwell, George",1984,3175,Parsons,person,1,0,1,2,1,1,1,0,0,1,0
1947,"Orwell, George",1984,3197,Winston,person,0,0,0,0,0,0,0,0,2,0,0
1950,"Orwell, George",1984,3200,O'Brien,person,0,0,0,0,0,1,0,1,0,0,-1
1952,"Orwell, George",1984,3205,Ingsoc,person,2,0,0,2,0,2,4,0,0,2,2
1955,"Orwell, George",1984,3212,Winston,person,0,0,0,0,1,0,1,0,0,1,1
1957,"Orwell, George",1984,3216,Nick,person,1,0,0,0,0,0,1,0,0,0,1
1958,"Orwell, George",1984,3217,O'Brien,person,3,1,1,1,0,2,0,2,0,0,-2
1959,"Orwell, George",1984,3219,Winston,person,0,0,0,0,0,0,2,0,0,2,2
1965,"Orwell, George",1984,3223,Ampleforth,person,1,0,1,1,0,1,0,0,1,0,-1
1966,"Orwell, George",1984,3224,Julia,person,2,0,0,0,0,0,0,0,0,0,0
1974,"Orwell, George",1984,3239,Julia,person,4,0,4,12,0,8,0,4,0,0,-8
1975,"Orwell, George",1984,3239,O'Brien,person,4,0,4,12,0,8,0,4,0,0,-8
1978,"Orwell, George",1984,3241,Syme,person,0,2,0,0,0,0,0,0,0,0,0
1979,"Orwell, George",1984,3241,Don,person,0,2,0,0,0,0,0,0,0,0,0
1983,"Orwell, George",1984,3251,O'Brien,person,3,1,3,3,1,5,1,2,1,1,-4
1992,"Orwell, George",1984,3263,Big Brother,person,0,0,0,0,0,0,2,0,0,2,2
1996,"Orwell, George",1984,3268,O'Brien,person,0,4,0,2,2,0,4,0,0,4,4
2001,"Orwell, George",1984,3272,Ingsoc,person,0,0,0,0,0,0,3,0,0,3,3
2006,"Orwell, George",1984,3280,Ruth,person,4,2,0,4,0,4,4,2,2,0,0
2019,"Orwell, George",1984,3304,Julia,person,0,0,0,0,0,0,4,0,0,0,4
2021,"Orwell, George",1984,3316,Winston,person,0,0,0,0,0,1,0,0,0,0,-1
2025,"Orwell, George",1984,3319,Ingsoc,person,0,0,0,0,0,2,0,0,0,0,-2
2027,"Orwell, George",1984,3320,Winston,person,1,0,0,1,0,1,2,1,0,0,1
2032,"Orwell, George",1984,3332,Winston,person,0,0,0,2,0,2,0,0,0,0,-2
2033,"Orwell, George",1984,3333,Winston,person,0,2,0,0,0,0,2,0,0,2,2
2039,"Orwell, George",1984,3345,Winston,person,0,1,0,0,0,0,0,0,0,0,0
2045,"Orwell, George",1984,3363,Winston,person,0,0,0,0,0,0,0,0,1,0,0
2046,"Orwell, George",1984,3365,Winston,person,1,0,0,1,0,2,0,1,0,0,-2
2049,"Orwell, George",1984,3369,Charrington,person,0,1,0,0,1,1,2,1,0,1,1
2056,"Orwell, George",1984,3384,Winston,person,8,4,12,12,0,16,16,8,0,16,0
2057,"Orwell, George",1984,3384,Goldstein,person,8,4,12,12,0,16,16,8,0,16,0
2058,"Orwell, George",1984,3384,Big Brother,person,8,4,12,12,0,16,16,8,0,16,0
2060,"Orwell, George",1984,3385,Julia,person,0,0,0,0,0,0,3,0,0,3,3
2069,"Orwell, George",1984,3402,Nick,person,0,1,0,0,1,0,1,0,1,1,1
2070,"Orwell, George",1984,3403,Winston,person,1,0,1,1,0,1,1,0,2,1,0
2072,"Orwell, George",1984,3406,Winston,person,0,0,0,0,0,0,2,0,0,2,2
2077,"Orwell, George",1984,3411,Comrade Ogilvy,person,1,0,0,1,0,2,2,1,0,1,0
2082,"Orwell, George",1984,3419,O'Brien,person,0,0,0,0,0,1,0,0,0,1,-1
2084,"Orwell, George",1984,3427,Winston,person,0,0,0,0,0,0,1,0,0,1,1
2085,"Orwell, George",1984,3428,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
2103,"Orwell, George",1984,3458,Winston,person,0,0,0,0,0,0,2,0,0,0,2
2114,"Orwell, George",1984,3481,Winston,person,0,0,0,0,0,0,2,0,0,2,2
2115,"Orwell, George",1984,3481,O'Brien,person,0,0,0,0,0,0,2,0,0,2,2
2116,"Orwell, George",1984,3483,Winston,person,0,4,0,2,4,4,6,4,0,4,2
2137,"Orwell, George",1984,3517,Winston,person,0,0,0,0,0,0,1,0,0,1,1
2143,"Orwell, George",1984,3529,Goldstein,person,4,0,0,6,2,8,2,6,2,4,-6
2145,"Orwell, George",1984,3531,Syme,person,0,2,0,1,0,1,1,0,1,1,0
2166,"Orwell, George",1984,3554,Syme,person,0,0,0,0,0,1,0,1,0,0,-1
2172,"Orwell, George",1984,3573,Syme,person,0,0,0,1,0,1,0,1,1,0,-1
2173,"Orwell, George",1984,3574,Winston,person,0,0,0,0,0,0,2,0,0,0,2
2184,"Orwell, George",1984,3595,Winston,person,2,2,2,2,0,2,2,2,2,6,0
2185,"Orwell, George",1984,3595,Syme,person,2,2,2,2,0,2,2,2,2,6,0
2187,"Orwell, George",1984,3598,Parsons,person,1,1,0,1,1,2,1,0,2,0,-1
2195,"Orwell, George",1984,3612,Winston,person,2,0,2,2,0,2,0,0,0,0,-2
2197,"Orwell, George",1984,3616,Goldstein,person,0,2,0,2,0,2,6,2,0,2,4
2209,"Orwell, George",1984,3628,Adam,person,0,2,0,2,2,2,2,2,6,0,0
2220,"Orwell, George",1984,3641,Big Brother,person,0,0,0,0,0,0,4,0,0,2,4
2224,"Orwell, George",1984,3652,Parsons,person,0,1,0,0,0,0,0,0,0,0,0
2225,"Orwell, George",1984,3659,Parsons,person,0,0,0,0,0,3,0,3,3,0,-3
2228,"Orwell, George",1984,3664,Winston,person,0,0,0,0,0,0,1,0,0,0,1
2229,"Orwell, George",1984,3666,Winston,person,2,0,4,4,4,4,4,2,0,4,0
2233,"Orwell, George",1984,3675,O'Brien,person,4,2,4,4,4,6,4,4,2,4,-2
2244,"Orwell, George",1984,3690,Winston,person,0,1,0,0,0,0,0,0,0,0,0
2254,"Orwell, George",1984,3701,Winston,person,2,0,2,0,0,2,2,0,0,0,0
2273,"Orwell, George",1984,3726,Goldstein,person,4,0,2,2,0,2,2,2,4,2,0
2276,"Orwell, George",1984,3732,Howe,person,0,0,0,0,2,0,4,0,0,6,4
2280,"Orwell, George",1984,3742,Winston,person,1,0,1,1,0,1,0,1,0,0,-1
2282,"Orwell, George",1984,3747,Big Brother,person,0,0,0,2,0,2,2,2,0,2,0
2284,"Orwell, George",1984,3749,Don,person,0,1,0,0,0,1,1,1,0,0,0
2285,"Orwell, George",1984,3750,O'Brien,person,0,1,0,0,0,0,1,0,0,0,1
2286,"Orwell, George",1984,3751,Winston,person,2,2,0,2,2,2,6,2,0,4,4
2288,"Orwell, George",1984,3753,Winston,person,0,0,0,0,1,0,2,0,0,0,2
2289,"Orwell, George",1984,3754,Winston,person,0,2,2,0,2,0,4,0,2,2,4
2291,"Orwell, George",1984,3755,Winston,person,1,1,0,0,2,1,3,1,0,1,2
2296,"Orwell, George",1984,3760,Jones,person,12,0,4,8,0,12,0,12,8,4,-12
2297,"Orwell, George",1984,3760,Ruth,person,12,0,4,8,0,12,0,12,8,4,-12
2302,"Orwell, George",1984,3767,O'Brien,person,0,0,0,0,0,0,2,0,0,0,2
2308,"Orwell, George",1984,3780,Goldstein,person,0,0,0,0,2,0,2,0,0,2,2
2317,"Orwell, George",1984,3788,Winston,person,0,1,0,0,0,0,0,0,0,0,0
2318,"Orwell, George",1984,3794,Winston,person,0,0,0,0,0,0,3,3,0,3,3
2322,"Orwell, George",1984,3797,Winston,person,2,0,2,4,2,2,4,2,2,0,2
2323,"Orwell, George",1984,3797,Parsons,person,2,0,2,4,2,2,4,2,2,0,2
2332,"Orwell, George",1984,3812,Parsons,person,2,2,0,4,0,4,0,0,4,0,-4
2338,"Orwell, George",1984,3816,Ben,person,0,1,2,0,0,2,1,0,0,0,-1
2342,"Orwell, George",1984,3828,O'Brien,person,0,6,0,0,0,0,0,0,0,0,0
2356,"Orwell, George",1984,3844,Ingsoc,person,2,0,2,2,0,4,4,2,0,2,0
2358,"Orwell, George",1984,3845,Winston,person,0,2,0,0,0,0,0,0,0,2,0
2373,"Orwell, George",1984,3860,Winston,person,2,4,2,2,0,2,0,2,0,0,-2
2382,"Orwell, George",1984,3882,Winston,person,0,0,0,0,0,1,1,0,0,1,0
2387,"Orwell, George",1984,3897,Winston,person,1,0,0,0,0,0,0,0,0,0,0
2388,"Orwell, George",1984,3898,O'Brien,person,0,0,0,0,0,1,0,0,0,0,-1
2389,"Orwell, George",1984,3900,O'Brien,person,0,2,2,4,0,4,0,0,0,0,-4
2397,"Orwell, George",1984,3906,Winston,person,0,0,1,0,0,1,1,0,0,0,0
2398,"Orwell, George",1984,3907,Winston,person,0,0,0,0,0,0,4,0,0,0,4
2400,"Orwell, George",1984,3912,Winston,person,6,4,2,4,2,6,2,4,0,2,-4
2406,"Orwell, George",1984,3916,INGSOC,person,0,0,0,0,0,3,6,0,0,6,3
2414,"Orwell, George",1984,3932,Syme,person,0,0,0,0,0,0,0,0,0,1,0
2418,"Orwell, George",1984,3937,Winston,person,0,0,1,0,0,0,0,0,0,0,0
2420,"Orwell, George",1984,3943,Goldstein,person,6,0,6,12,3,18,33,9,0,24,15
2421,"Orwell, George",1984,3943,Big Brother,person,6,0,6,12,3,18,33,9,0,24,15
2427,"Orwell, George",1984,3959,Parsons,person,0,3,3,0,0,3,0,0,0,0,-3
2430,"Orwell, George",1984,3964,O'Brien,person,2,1,2,2,0,2,0,2,1,0,-2
2439,"Orwell, George",1984,3979,Syme,person,0,2,0,0,2,2,2,2,2,2,0
2443,"Orwell, George",1984,3983,Winston,person,0,0,0,0,0,0,0,2,0,0,0
2445,"Orwell, George",1984,3984,Winston,person,0,1,0,0,1,1,1,1,0,1,0
2450,"Orwell, George",1984,3994,Winston,person,0,0,0,0,0,1,0,1,0,0,-1
2455,"Orwell, George",1984,4003,Ben,person,0,0,0,0,0,2,0,2,0,2,-2
2460,"Orwell, George",1984,4017,Goldstein,person,0,0,3,3,0,6,0,6,0,0,-6
2466,"Orwell, George",1984,4028,Goldstein,person,0,0,3,0,0,6,0,0,0,0,-6
2472,"Orwell, George",1984,4042,Winston,person,0,0,0,0,0,0,1,0,0,0,1
2480,"Orwell, George",1984,4062,Ampleforth,person,2,2,0,4,0,4,0,0,2,0,-4
2482,"Orwell, George",1984,4064,Winston,person,0,0,0,0,0,0,2,0,0,2,2
2487,"Orwell, George",1984,4074,O'Brien,person,0,0,0,0,0,1,0,0,1,0,-1
2492,"Orwell, George",1984,4087,Winston,person,0,0,0,0,0,0,2,0,0,1,2
2500,"Orwell, George",1984,4092,Winston,person,0,0,0,0,0,3,3,0,0,0,0
2501,"Orwell, George",1984,4092,Julia,person,0,0,0,0,0,3,3,0,0,0,0
2504,"Orwell, George",1984,4096,Winston,person,0,0,3,0,0,3,0,0,0,0,-3
2505,"Orwell, George",1984,4096,Charrington,person,0,0,3,0,0,3,0,0,0,0,-3
2506,"Orwell, George",1984,4096,Charringtons,person,0,0,3,0,0,3,0,0,0,0,-3
2510,"Orwell, George",1984,4106,Julia,person,0,2,0,0,2,0,4,0,2,2,4
2513,"Orwell, George",1984,4111,Winston,person,0,0,1,0,0,1,0,0,0,0,-1
2517,"Orwell, George",1984,4117,Big Brother,person,6,6,9,9,6,9,12,9,3,9,3
2521,"Orwell, George",1984,4123,Winston,person,0,2,0,0,2,0,4,0,0,4,4
2522,"Orwell, George",1984,4123,Parsons,person,0,2,0,0,2,0,4,0,0,4,4
2541,"Orwell, George",1984,4162,Julia,person,4,2,2,4,2,4,2,4,2,2,-2
2543,"Orwell, George",1984,4165,Winston,person,0,0,0,0,0,2,2,0,0,2,0
2545,"Orwell, George",1984,4166,Ampleforth,person,0,0,0,3,0,3,0,0,0,0,-3
2550,"Orwell, George",1984,4172,Jones,person,0,0,0,0,0,5,0,0,5,0,-5
2551,"Orwell, George",1984,4172,Ruth,person,0,0,0,0,0,5,0,0,5,0,-5
2555,"Orwell, George",1984,4183,Winston,person,0,0,0,0,2,0,2,0,0,1,2
2556,"Orwell, George",1984,4184,Julia,person,0,3,0,0,3,0,3,0,0,3,3
2559,"Orwell, George",1984,4186,Parsons,person,0,0,0,2,0,2,0,0,0,0,-2
2571,"Orwell, George",1984,4215,Winston,person,0,0,0,2,0,2,0,1,1,0,-2
2572,"Orwell, George",1984,4219,Julia,person,3,0,0,0,3,6,3,3,0,3,-3
2575,"Orwell, George",1984,4220,Martin,person,0,0,0,0,1,0,2,0,0,1,2
2579,"Orwell, George",1984,4225,Goldstein,person,21,3,3,9,0,18,6,9,3,0,-12
2588,"Orwell, George",1984,4247,Winston,person,0,1,0,0,1,0,3,0,0,2,3
2598,"Orwell, George",1984,4263,Winston,person,2,0,0,2,0,1,0,1,1,0,-1
2618,"Orwell, George",1984,4311,Winston,person,0,6,0,3,0,0,6,0,0,3,6
2623,"Orwell, George",1984,4320,Big Brother,person,4,0,2,6,0,6,6,2,0,6,0
2637,"Orwell, George",1984,4352,Goldstein,person,6,3,0,3,0,6,0,0,0,0,-6
2650,"Rand, Ayn",Anthem,4374,Equality,person,0,1,0,0,2,0,2,0,0,1,2
2657,"Rand, Ayn",Anthem,4384,Equality,person,0,1,0,0,2,0,6,0,0,3,6
2684,"Rand, Ayn",Anthem,4445,Equality,person,0,0,0,0,1,0,1,0,0,1,1
2695,"Rand, Ayn",Anthem,4500,Equality,person,0,0,0,0,3,0,3,0,0,3,3
2729,"Rand, Ayn",Anthem,4596,Equality,person,0,0,0,0,3,3,9,3,0,6,6
2766,"Rand, Ayn",Anthem,4671,Equality,person,0,0,0,0,1,0,1,0,0,1,1
2798,"Bradbury, Ray",Fahrenheit 451,4793,Guy,person,0,0,3,3,0,3,0,3,0,0,-3
2801,"Bradbury, Ray",Fahrenheit 451,4797,Clarisse,person,0,2,0,0,2,1,3,1,1,2,2
2806,"Bradbury, Ray",Fahrenheit 451,4801,Guy,person,5,0,0,0,0,0,0,0,5,0,0
2813,"Bradbury, Ray",Fahrenheit 451,4810,Guy,person,0,4,0,0,0,0,0,0,0,0,0
2819,"Bradbury, Ray",Fahrenheit 451,4820,Guy,person,6,6,3,6,9,3,12,3,3,6,9
2822,"Bradbury, Ray",Fahrenheit 451,4823,Guy,person,0,3,0,0,0,0,3,0,0,3,3
2840,"Bradbury, Ray",Fahrenheit 451,4852,Faber,person,0,0,0,0,0,0,2,0,0,2,2
2841,"Bradbury, Ray",Fahrenheit 451,4854,Beatty,person,0,0,0,0,0,1,0,0,0,0,-1
2842,"Bradbury, Ray",Fahrenheit 451,4856,Beatty,person,0,0,0,0,0,0,8,0,4,4,8
2847,"Bradbury, Ray",Fahrenheit 451,4858,Guy,person,0,3,0,3,0,0,0,3,0,0,0
2850,"Bradbury, Ray",Fahrenheit 451,4863,Mildred Montag,person,0,0,0,1,0,1,0,0,1,0,-1
2851,"Bradbury, Ray",Fahrenheit 451,4872,Mildred Montag,person,0,1,0,0,0,0,0,0,0,0,0
2855,"Bradbury, Ray",Fahrenheit 451,4879,Guy,person,0,0,0,0,0,0,5,0,0,0,5
2867,"Bradbury, Ray",Fahrenheit 451,4900,Guy,person,0,0,0,0,0,4,4,0,0,0,0
2875,"Bradbury, Ray",Fahrenheit 451,4911,Faber,person,0,0,0,0,0,0,4,0,0,2,4
2879,"Bradbury, Ray",Fahrenheit 451,4914,Guy,person,0,0,0,0,0,0,3,0,0,0,3
2884,"Bradbury, Ray",Fahrenheit 451,4927,Beatty,person,5,0,0,0,0,5,5,0,0,5,0
2886,"Bradbury, Ray",Fahrenheit 451,4927,Guy,person,5,0,0,0,0,5,5,0,0,5,0
2890,"Bradbury, Ray",Fahrenheit 451,4932,Guy,person,0,0,0,0,6,0,9,0,0,0,9
2895,"Bradbury, Ray",Fahrenheit 451,4938,Philip Sidney,person,0,1,0,0,2,0,4,0,1,3,4
2913,"Bradbury, Ray",Fahrenheit 451,4987,Guy,person,0,0,0,0,8,0,8,0,0,4,8
2919,"Bradbury, Ray",Fahrenheit 451,4993,Beatty,person,0,0,0,0,0,0,2,0,0,0,2
2928,"Bradbury, Ray",Fahrenheit 451,4997,Guy,person,0,0,0,3,0,3,0,3,0,0,-3
2933,"Bradbury, Ray",Fahrenheit 451,5005,Guy,person,6,0,0,3,0,12,3,6,0,3,-9
2941,"Bradbury, Ray",Fahrenheit 451,5019,Beatty,person,0,0,0,1,0,1,0,0,0,0,-1
2943,"Bradbury, Ray",Fahrenheit 451,5021,Guy,person,0,0,0,3,0,3,6,0,0,6,3
2950,"Bradbury, Ray",Fahrenheit 451,5042,Faber,person,0,0,0,0,0,0,1,0,0,0,1
2952,"Bradbury, Ray",Fahrenheit 451,5043,Guy,person,0,0,0,0,0,0,3,0,0,0,3
2956,"Bradbury, Ray",Fahrenheit 451,5052,Guy,person,0,0,0,0,0,0,3,0,0,0,3
2977,"Bradbury, Ray",Fahrenheit 451,5094,Guy,person,0,3,0,0,0,0,0,0,0,0,0
2984,"Bradbury, Ray",Fahrenheit 451,5103,Mildred Montag,person,0,2,0,0,2,0,2,0,2,0,2
2989,"Bradbury, Ray",Fahrenheit 451,5112,Guy,person,8,0,8,0,0,8,0,4,0,0,-8
2996,"Bradbury, Ray",Fahrenheit 451,5124,Mrs Phelps,person,0,0,0,0,0,2,0,2,0,0,-2
2998,"Bradbury, Ray",Fahrenheit 451,5129,Guy,person,0,3,0,0,0,0,0,0,0,0,0
3000,"Bradbury, Ray",Fahrenheit 451,5130,Louis,person,0,1,0,0,0,0,0,0,0,0,0
3005,"Bradbury, Ray",Fahrenheit 451,5140,Beatty,person,1,1,1,2,1,1,1,1,1,0,0
3009,"Bradbury, Ray",Fahrenheit 451,5147,Guy,person,0,0,0,0,0,3,0,0,0,0,-3
3011,"Bradbury, Ray",Fahrenheit 451,5152,Mildred Montag,person,0,1,0,0,2,0,4,0,0,2,4
3012,"Bradbury, Ray",Fahrenheit 451,5165,Beatty,person,2,0,2,2,2,2,2,2,0,0,0
3019,"Bradbury, Ray",Fahrenheit 451,5182,Don,person,0,3,0,0,0,3,0,0,0,0,-3
3024,"Bradbury, Ray",Fahrenheit 451,5189,Faber,person,0,0,3,0,0,3,0,0,0,0,-3
3031,"Bradbury, Ray",Fahrenheit 451,5197,Granger,person,0,2,0,0,4,0,4,0,0,2,4
3034,"Bradbury, Ray",Fahrenheit 451,5210,Beatty,person,0,0,3,0,0,6,0,3,0,0,-6
3042,"Bradbury, Ray",Fahrenheit 451,5221,Guy,person,0,0,0,0,0,4,0,4,0,0,-4
3047,"Bradbury, Ray",Fahrenheit 451,5227,Guy,person,0,0,0,3,0,3,0,0,3,0,-3
3052,"Bradbury, Ray",Fahrenheit 451,5235,Guy,person,0,3,0,0,0,0,3,0,0,3,3
3054,"Bradbury, Ray",Fahrenheit 451,5240,Faber,person,0,1,0,1,1,1,1,1,0,1,0
3060,"Bradbury, Ray",Fahrenheit 451,5250,Beatty,person,0,0,0,0,0,0,4,0,0,0,4
3062,"Bradbury, Ray",Fahrenheit 451,5250,Captain Beatty,person,0,0,0,0,0,0,4,0,0,0,4
3065,"Bradbury, Ray",Fahrenheit 451,5252,Guy,person,0,5,0,0,5,0,10,0,0,5,10
3074,"Bradbury, Ray",Fahrenheit 451,5266,Guy,person,0,4,0,0,0,4,0,4,4,0,-4
3076,"Bradbury, Ray",Fahrenheit 451,5266,Faber,person,0,4,0,0,0,4,0,4,4,0,-4
3080,"Bradbury, Ray",Fahrenheit 451,5279,Mildred Montag,person,4,4,4,4,0,8,4,8,0,0,-4
3082,"Bradbury, Ray",Fahrenheit 451,5279,Guy,person,4,4,4,4,0,8,4,8,0,0,-4
3085,"Bradbury, Ray",Fahrenheit 451,5280,Guy,person,0,0,0,0,0,0,5,0,0,5,5
3088,"Bradbury, Ray",Fahrenheit 451,5280,Granger,person,0,0,0,0,0,0,5,0,0,5,5
3092,"Bradbury, Ray",Fahrenheit 451,5288,Clarisse,person,0,0,0,0,0,4,0,0,0,0,-4
3094,"Bradbury, Ray",Fahrenheit 451,5288,Mrs Phelps,person,0,0,0,0,0,4,0,0,0,0,-4
3097,"Bradbury, Ray",Fahrenheit 451,5295,Don,person,0,3,0,0,3,0,3,0,3,3,3
3108,"Bradbury, Ray",Fahrenheit 451,5316,Harris,person,0,3,0,0,0,0,0,0,0,0,0
3113,"Bradbury, Ray",Fahrenheit 451,5326,Guy,person,0,3,0,0,0,0,0,0,0,3,0
3117,"Bradbury, Ray",Fahrenheit 451,5328,Mildred Montag,person,4,0,4,4,0,4,4,4,4,0,0
3119,"Bradbury, Ray",Fahrenheit 451,5328,Guy,person,4,0,4,4,0,4,4,4,4,0,0
3127,"Bradbury, Ray",Fahrenheit 451,5343,Beatty,person,3,0,3,3,0,3,6,3,3,0,3
3139,"Bradbury, Ray",Fahrenheit 451,5360,Guy,person,0,0,0,3,0,3,0,0,0,0,-3
3142,"Bradbury, Ray",Fahrenheit 451,5366,Beatty,person,0,0,0,0,0,1,0,0,0,0,-1
3144,"Bradbury, Ray",Fahrenheit 451,5372,Guy,person,4,0,4,0,0,4,4,0,0,0,0
3152,"Bradbury, Ray",Fahrenheit 451,5384,Don,person,0,0,0,2,0,2,0,2,0,0,-2
3157,"Bradbury, Ray",Fahrenheit 451,5393,Mildred Montag,person,0,0,0,0,0,0,0,0,1,0,0
3163,"Bradbury, Ray",Fahrenheit 451,5400,Mrs Phelps,person,0,0,0,0,0,4,0,4,0,0,-4
3166,"Bradbury, Ray",Fahrenheit 451,5402,Faber,person,0,1,0,1,1,1,1,0,1,1,0
3169,"Bradbury, Ray",Fahrenheit 451,5419,Pete,person,2,2,2,4,0,4,0,4,0,0,-4
3171,"Bradbury, Ray",Fahrenheit 451,5423,Mildred Montag,person,0,0,0,0,0,0,1,0,0,0,1
3173,"Bradbury, Ray",Fahrenheit 451,5430,Beatty,person,2,0,0,0,0,2,0,0,0,0,-2
3177,"Bradbury, Ray",Fahrenheit 451,5434,Don,person,0,0,0,0,0,1,0,0,0,0,-1
3182,"Bradbury, Ray",Fahrenheit 451,5445,Guy,person,0,0,0,0,0,0,5,0,5,0,5
3189,"Bradbury, Ray",Fahrenheit 451,5450,Pete,person,2,2,2,4,0,4,0,4,0,0,-4
3193,"Bradbury, Ray",Fahrenheit 451,5462,Dr Johnson,person,3,0,0,3,0,3,3,0,0,0,0
3194,"Bradbury, Ray",Fahrenheit 451,5462,John,person,3,0,0,3,0,3,3,0,0,0,0
3198,"Bradbury, Ray",Fahrenheit 451,5473,Beatty,person,0,0,0,0,0,5,0,0,0,0,-5
3200,"Bradbury, Ray",Fahrenheit 451,5473,Guy,person,0,0,0,0,0,5,0,0,0,0,-5
3209,"Bradbury, Ray",Fahrenheit 451,5477,Guy,person,10,0,10,10,0,10,0,10,0,0,-10
3212,"Bradbury, Ray",Fahrenheit 451,5477,Faber,person,10,0,10,10,0,10,0,10,0,0,-10
3215,"Bradbury, Ray",Fahrenheit 451,5485,Guy,person,0,0,0,3,0,3,0,0,0,0,-3
3218,"Bradbury, Ray",Fahrenheit 451,5486,Mildred Montag,person,0,0,0,0,0,0,3,0,3,3,3
3221,"Bradbury, Ray",Fahrenheit 451,5496,Mildred Montag,person,0,0,0,4,0,0,4,0,0,0,4
3222,"Bradbury, Ray",Fahrenheit 451,5496,Clarisse,person,0,0,0,4,0,0,4,0,0,0,4
3224,"Bradbury, Ray",Fahrenheit 451,5498,Dr Johnson,person,0,0,5,0,0,10,15,0,0,0,5
3225,"Bradbury, Ray",Fahrenheit 451,5498,John,person,0,0,5,0,0,10,15,0,0,0,5
3230,"Bradbury, Ray",Fahrenheit 451,5517,Guy,person,3,0,3,3,0,6,0,0,0,0,-6
